,album titles,artists,cleaned_sentences
1963,HERE,Alicia Keys(앨리샤 키스),늘다 담다 내다 찾다 싶다 받아들이다 돼다 담다 만들다 돼다 담다 가지다 만들다 내다 세다 가다 크다 받다 보여주다 떠올리다 얻다 믿다 바르다 젖다 들다
1964,EVERYTHING YOU WANTED,박재범,어우러지다 비추다 나서다 맞다 남다 만들다 내다 가다 이끌다 입다 건드리다 잠재우다 따르다 늘다 익다 만들다 따르다 섞다 높아지다 맞추다 맡기다 아우르다 녹이다 내다 옮기다 이루어지다 느껴지다 밝히다 만들다 늘다 지니다 삼다 늘다
1965,Lion Heart - The 5th Album,소녀시대 (GIRLS' GENERATION),끌다 모으다 돌아오다 잡다 헤어지다 찌다 대다 즐기다 듣다 막히다 만들다 주다 덧붙이다 주다 빛나다 알다 돌리다 바라다 생각나다 듣다 오다 닿다 차다 망가지다 싶다 오다 닿다 보이다 싶다 돌리다 싶다 내다 자다 들리다 떨어지다 오다 뽑다 주다 오다 기다리다 싶다 오다 숨다 찾다 도와주다 쏟다 쉬다 받다
1966,Forget-Me-Not,타임브릿지,나르다 잊다 말다 써다 나르다 잊다 말다 꺾다 죽다 담다 듣다 쓰이다 들다 싶다 받다 싶다 모르다 싶다 떠오르다 곱씹다 들다 채다 잊다 담다 자다 어우러지다 알다 불다 오다 닿다
1967,Loud Hailer,Jeff Beck(제프 벡),녹슬다 넘다 넘기다 오다 꼽히다 오다 들어오다 받다 태우다 지나다 싶다 갖다 붙이다 갈다 잊다 챙기다 오다 맡기다 가져오다 대다 이루다 크다 틀다 되돌리다 거치다 터지다 나오다 잇다 먹이다 만들다 들어서다 개다 담기다 오다 내다 놓다 빼놓다 가다 녹슬다 들어가다 떨어지다 그리다 쌓이다 번뜩이다 자다 나타내다
1968,What's Inside: Songs from Waitress,Sara Bareilles(사라 바렐리스),들어가다 흘러나오다 끝나다 돌아가다 녹이다 들어가다 흘러나오다 느끼다 적다 추다 느껴지다 오다 들다 어우러지다 나오다 느껴지다 가다 늦다 열다 앉다 조르다 짜다 만나다 모이다 해오다 나아가다 오다 기다리다 앉다 보이다 훑다 먹다 받다 올라가다 고르다 앉다 둘러보다 울리다 흔들리다 들다 내려가다 녹이다 받다 오다 앉다 앉다 말다 기울이다 들다 돌리다 지나다 걸어가다 보이다 들다 좋아지다 지다 어울리다 느껴지다 만들다 싶다
1969,나무로 만든 노래,이적,돌아오다 부르다 되어다 자다 보여주다 싶다 보여주다 벗어나다 느껴지다 보이다 나오다 걸어오다 걸어오다 걸어가다 모르다 녹다
1970,정진우 미니앨범 in my room,정진우,깨다 스치다 대다 지다 모르다 해보다 받다 인정받다 알리다 들다 내디디다 두다 끌어안다 내다 돋보이다 아우르다 늘다 더불다 추다 삼다 들어오다 틀다 주다 돋보이다 자아내다 깨다
1971,Mind Rob 1.0 Ver,비도승우(키네틱플로우),갖다 가다 흘러나오다 펼치다 흐르다 남기다 놓다 잊혀지다 가다 돌아오다 갖다 펼치다 펼치다 묻다 풀다 나가다 적다 입히다 빌리다 담다 맡다 들다
1972,Our Friends Our Enemies,Flight Brigade(플라이트 브리게이드),들려주다 자다 알다 자다 알다 나오다 보이다 모이다 크다 어리다 어리다 어리다 어리다 지내다 맞다 감다 다투다 생기다 모으다 만들다 내다 어울리다 만들다 내다 받다 들다 받다 되어다 다니다 해오다 받다 해오다 받다 담기다 만들다 빠져들다 만들다 듣다 느껴지다 받다 섞이다 되어다 만들다 들다 보여주다 끌리다 만들다 내다
1973,씽 (Sing) OST [Deluxe],Various Artists,뛰다 펼쳐지다 여겨지다 떠오르다 올려놓다 달다 되어다 되어다 이끌다 담다 내다 가다 맡다 되살리다 벌어지다 그리다 끄다 크다 틀다 크다 올리다 띄다 넘다 보여주다 받다 되어다 담기다 알리다 가다 늘다 되어다 벌어지다 만들다 흐르다 만들다 심다 주다 해내다 흘러나오다 들썩이다 만들다 이끌다 내다 이끌다 내다 틀다 뛰어넘다 해내다 되어다 해내다 해주다 자아내다 해내다 오다 쌓다 선보이다 들려주다 틀다 만들다 늘다 돋보이다 드러내다 기르다 해내다 돋보이다 늘다 찾다 어울리다 늘다 들다 부르다 붙이다 들다 찾다 느끼다
1974,130 mood : TRBL,DEAN(딘),나타나다 들다 가다 들어가다 꺼지다 버리다 엿보다 메우다 되어다 들리다 두드리다 두드리다 들다 버리다 흘러가다 듣다 빠지다 떠나가다 담다 듣다 겪다 떠오르다 돌아가다 빠지다 기다리다
1975,Fall From Grace,Inf(인프) & The Fifty Dollar Band,어울리다 보여주다 여겨지다 신다 보여주다 느껴지다 되어다 섞다 던지다 돋보이다 생겨나다 굳어지다 느껴지다 되어다 해보다 어울리다 보여주다 늘다 들려주다 늘다 해오다 맞다 만들다 놓다 크다 되어다 어리다 크다 해오다 오다 쌓다 오다 오다 오다 담기다 들려주다 늘다 일으키다 쌓다 드러내다 들려주다 넓히다 늘다 배다 새다 되어다 받다 들려주다 늘다 들려주다 들려주다 들려주다 놓치다 되어다 느끼다 들려주다
1976,City Of OSA : Family Business,오사마리(OSA),해오다 이어지다 돋보이다 손꼽다 담기다 얹다 품다 선보이다 끌다 떨어지다 잡다 오다 되어다 따르다 주다 높아지다 더불다 작렬시키다 듣다 느끼다 들다 권하다
1977,TWICEcoaster : LANE 1,TWICE (트와이스),걷다 나오다 알다 쓰다 불다 오다 대다 넘다 잡다 늘다 이루어지다 늘다 생기다 담다 걸다 대다 자다 나타내다 들다 모르다 받다 생기다 되어다 받다 빠지다 담기다 들다 모르다 오다 모르다 빠지다 오다 닿다 생기다 빠지다 빠지다 자다 나타내다 주다 지치다 들다 주다 되어다 주다 되어다 믿다 담기다 듣다 속이다 뚫리다 버리다 곱씹다 지치다 만들다 쉬다 자라다 기대다 만들다 주다 춤추다 만들다 만들다 만들다 믿다
1978,Testimony,Dana Glover(다나 글로버),긁다 받다 뜨이다 듣다 돼다 내다 가지다 이겠다 들다 듣다 들어가다 넘다 가다 느끼다 듣다 불다 듣다 듣다 자다 이끌다 나가다 지다
1979,New Eyes [Deluxe ver.],Clean Bandit(클린 밴딧),사로자다 사로자다 지니다 담기다 모이다 따르다 뛰어들다 만들다 내다 내다 받다 받다 받다 잡다 세우다 안기다 가다 적다 허다 돋보이다 가다 주다 적다 오다 가지다 빛나다 머무르다 되어다 믿다
1980,+2,숨셔(Sumsher),듣다 알다 떠나다 듣다 뚫리다 주다 즐기다 오다 들어서다 매다 만들다 가지다 나타나다 싶다 선보이다 해보다 내뱉다 기다 다루다 해오다 받아들이다 따르다 느끼다 들이다 빼놓다 찾다 나타내다 거치다 세다 주다
1981,Camp,LEGIT GOONS (리짓군즈),짓다 짓다 모이다 만들다 짓다 늘다 되어다 책임지다 짓다 나오다 늘다 벗어나다 빗대다 풀다 내다 떠나다 돌아오다 담기다 녹이다 불러일으키다 듣다 들다 배다 맞다 되어다 돋보이다 짓다 맛보다 이어지다 이기다 나다 멈추다 만나다 떠나다 싶다
1982,Afterglow,바이브,추다 어울리다 미우다 받다 들다 느껴지다 들다 풀다 내다 미우다 크다 느끼다 들다 늘다 미우다 느끼다
1983,로그 원: 스타워즈 스토리 (Rogue One: A Star Wars Story) Original Motion Picture Soundtrack,Michael Giacchino(마이클 지아치노),펼쳐지다 끌다 올리다 내다 두다 선보이다 가리키다 담다 지니다 돼다 내리다 써다 만들어지다 찾아보다 나타나다 돼다 나아가다 나오다 느끼다 가지다 늘다 담다 보이다 주다 불다 들이다 끝나다 모르다 가다 잡다 빠지다 익히다 이어지다 넘다 느끼다 알아내다 살아오다 합치다 아우르다 빼놓다 보이다 가다 더불다 날아가다 나오다 흐르다 돌아오다 이뤄지다 늘다 가다 태어나다 대다 만들다 쌓다 크다 거두다 터뜨리다 울리다 돼다 고르다 가다 가다 이끌다 보이다 늘다 주다 기다리다 치닫다 느끼다 늘다 나오다 내려가다 벌리다 돼다 들리다 늘다 삼다 살리다 잇다 늘다 오다 가다 가다 내다
1984,Abba Gold Anniversary Edition,ABBA(아바),올리다 놓다 넘다 세우다 지니다 끼치다 비다 흐르다 서다 싸다 받다 알리다 늘다 넘어서다 불다 일으키다 가다 이루다 밝다 살아가다 받다 살다 감사하다
1985,[RE:],케이윌,불다 믿다 듣다 싶다 꺼내다 남기다 두다 올라오다 던지다 놀다 헤어지다 들어가다 느끼다 던지다 떠오르다 헤어지다 던지다 빼다 들다 꺼내다 얹다 싶다 자다 해보다 얻다 싶다 찾다 해보다 찾다 차다 싶다 듣다 들다 자다 오다 듣다 높아지다 해주다 받다 듣다 받다 가벼워지다 들다 그리다 빠져들다 느끼다 잊다 주다 놓다 듣다 싶다 듣다 듣다 넘어가다 달라지다 들다 놓다 믿다 듣다 믿다 오다 듣다
1986,IN HEAVEN,JYJ,벗다 입다 서다 나오다 지키다 기다리다 주다 잡다 받다 담다 받다 잡다 되어다 스미다 들다 앞두다 담다 담다 떠나다 잡다 담다 돌아오다 주다 보이다 느끼다 느껴지다 듣다 들어서다 싶다 담다 묻다 갈다 따르다 따르다 들다 보이다 주다 싶다 늘다 주다 가다 만들다 주다 나오다 가다 믿다 되어다 잊다 되어다 감다 지치다 지키다 감사하다 듣다 들다 자다 어우르다 자다 들다 들다 주다 싶다
1987,Somethin' Else,Cannonball Adderley(캐논볼 어들리),들다 많아지다 갖다 나오다 주다 즐기다 따라가다 늘다 도르다 주다 밀리다 가다 따르다 걸어가다
1988,Schindler's List,Various Artists,들다 들다 만들다 남기다 빛나다 만들다 들다 보여주다 만들다 채우다 들다 만나다 웃다 흐르다 나오다 접다 돋다 자다 알다 맞다 입히다
1989,Woman,Justice(저스티스),돌아오다 밀다 넣다 해내다 가져오다 만들다 어울리다 거치다 뛰어넘다 만들다 끼우다 머무르다 지나다 나오다 담다 내다 세우다 보이다 살펴보다 쉬다 만들다 놓치다 묶다 놓다 뚫다 튀어나오다 깔리다 놓이다 놓다 기다리다 자다 살다 내리다 알리다 터지다
1990,E.T. The Extra Terrestrial,John Williams(존 윌리엄스),입히다 늘다 끌다 이루어지다 오다 맞대다 가다 가로지르다 넘다 해내다 흐르다 추다 듣다 자아내다 이기다 자다 떨어지다 죽다 그리다 내다 녹이다 놓치다
1991,Goodbye 20,Lim Kim,잃다 어리다 느끼다 지나다 나다 오다 느끼다 모르다 늘다 되어다 보여주다 자다 알다 서다 녹이다 내다 보내다 가지다 버리다 모르다 떠나다 보내다 떠나다 보내다 듣다 쉬다 갈다 바라다
1992,슈퍼맨 (Superman The Movie) OST,John Williams(존 윌리엄스),남기다 살다 실리다 떠오르다 맞다 만들다 살다 생기다 만들다 맞다 만들다 태어나다 되어다 어리다 되어다 남기다 만들다 가다 흘러내리다
1993,Vocalese,표진호,되어다 알려지다 풀다 선보이다 쏟다 들어가다 보여주다 이루다 이루다 늘다
1994,Mala,Devendra Banhart(디벤드라 번하트),빠지다 해주다 늘다 주다 들다 들다 고르다 들다 들다 흐르다 듣다 나다 들다 추다 해주다 나오다
1995,Second Whisper,쿨(COOL),떠오르다 떠오르다 알다 담기다 늘다 어울리다 어우러지다 빼앗기다 버리다 흥얼거리다 늘다 추다 데우다 주다 들다 권하다
1996,Do!,아날로직(Analozik),다가오다 들어가다 떠나다 기다 돌아오다 버리다 들려주다 넓어지다 늘다 지니다 부르다 이어지다 자다 들다 들이다 만나다 권하다
1997,more Human,트리오 클로저(Trio Closer),비다 맞다 비다 뭉치다 서다 어울리다 들려주다 비다 넘어서다 보여주다 세다 돌다 뜨다 부딪치다 전해지다 나오다 비다 되어다 비다 보여주다 따르다 듣다
1998,Bubblebath,That Poppy(댓 포피),들다 듣다 싶다 찾다 가다 끄다 망설이다 누르다 들다 끌리다 들다 해주다 듣다 입다 나가다 틀어놓다 싶다 해주다 고르다 꾸미다 걸어가다 떠오르다 고르다 고르다 받다 떠오르다 들어주다 자다 들다 넘기다 느껴지다 실리다 들다 담다 느끼다
1999,The Ballads,성시경,해보다 물다 빼놓다 뜨다 내다 오다 불다 내딛다 자다 풀리다 알려지다 뜨다 싶다 크다 되어다 밀리다 알려지다 만들다 꺼내다 들다 흘리다 듣다 싶다 굳어지다 거치다 받다 살펴보다 오다 추다 기울이다 들다 들다 흘리다 주다 받다 나다 모르다 만들다 해주다 싶다 따다 느끼다 싶다 들다 바라다 주다 주다 느끼다 들어서다 숨다 숨다 넘기다 찾아보다 불다
2000,Birdy,Birdy(버디),되어다 알려지다 들이다 듣다 이겠다 싶다 듣다 나다 그리다 세다 부르다 받다 지다 걸리다 모르다 남다 싶다 듣다 끌다 들이다 나오다 나오다 이루어지다 끌리다
2001,12 Nights Of Christmas,R. Kelly(알 켈리),돌아오다 가지다 풍기다 매다 짜이다 가지다 살리다 만들다 내다 들여다보다 오다 부르다 찾다 던지다 넣다 올라타다 따지다 노리다 나오다 갖다 그리다 다가오다
2002,SPACEenSUM (스페이스앤썸),데이브레이크(DAYBREAK),전해지다 들리다 늘다 나오다 기다리다 나오다 돌리다 듣다 끝내다 차다 들다 들다 던지다 걷다 해주다 크다 달리다 들다 들다 들다
2003,Love&Letter Repackage Album,세븐틴(SEVENTEEN),느끼다 아끼다 뺏다 안기다 믿다 듣다 부르다 늘다 느끼다 풀다 나가다 듣다 나다 모르다 끝나다 믿다 담기다 부르다 들다 내다 오다 닿다 주다 듣다 만들다 살아가다 내다 되어다 주다 배우다 주다 느끼다 주다 자다 듣다 나르다 주다 늘다 담다 부르다 들다 들어가다 주다 자다 어울리다 받다 되어다 날다 담다 두다 떨리다 담기다 넘다 써다 내려가다
2004,Christmas (Deluxe Special Edition),Michael Bublé(마이클 부블레),불다 깔다 뽑다 켜다 쌓이다 싸다 자다 어울리다 채우다 자다 담기다 자다 묻다 해내다 알려지다 넘다 받다 오다 빠지다 오다 기다 가리다 바꾸다 내다 뽑다 내다 가하다 깔리다 풀다 가지다 자다 녹이다 이끌다 가지다 싶다 싶다 늘다 불다 쉬다 흘리다 보내다
2005,Make It Big,Wham!(왬),넣다 삼다 빛나다 묻다 가져오다 오다 드러나다 담기다 들다 권하다
2006,Truly For You,Temptations(템테이션즈),되어다 나가다 기다 가다 담기다 섞이다 오다 오다 바꾸다 들다 찾아보다 알아보다 되어다 심다
2007,I Feel For You,Chaka Khan(샤카 칸),받다 가다 찍다 들리다 보여주다 찾아보다 선보이다 심다
2008,Diamond Life,Sade(샤데이),끌다 끼치다 모으다 선보이다 풍기다 받다 크다 얻다 생겨나다 받다 늘다 담기다 들다 주다 어우러지다 늘다 오다 되어다
2009,Straight From The Heart,Peabo Bryson(피보 브라이슨),늘다 비다 떨어지다 받다 옮기다 맞추다 섞이다 돌아오다 겪다 맞추다 느끼다 심다
2010,Private Dancer (30th Anniversary Issue),Tina Turner(티나 터너),늘다 오다 들어서다 줄다 갖다 늘다 드러내다 대다 들어서다 어리다 받다 맞다
2011,Cafe Bleu,Style Council(스타일 카운실),크다 크다 가다 크다 두다 풍기다 담다 내다 담다 늘다 더불다 담기다 끼치다 만들다
2012,Let's Hear It For The Boy,Deniece Williams(데니스 윌리엄스),늘다 가지다 넘다 나다 알려지다 주다 끌다 올리다 듣다 끌다 당기다 빼놓다 받다 오다 늘다 적다 해치다 쉬다 녹이다 가지다 크다 드러내다 심다
2013,I'm In Love Again,Patti Labelle(패티 라벨),살다 늘다 살다 내려오다 뭐라다 기다 선보이다 올리다 빌리다 벗어나다 늘다 치다 잡다 심다
2014,Can't Slow Down,Lionel Richie(라이오넬 리치),즐기다 들다 들다 늘다 자다 알려지다 가다 받다 어리다 맡다 다루다 쓸다 가다 거두다 크다 거두다 올려놓다
2015,Colour By Numbers,Culture Club(컬쳐 클럽),지나다 되어다 즐기다 들다 그치다 얻다 가져가다 싶다
2016,True (2003 - Remaster),Spandau Ballet(스팬다우 발레),크다 누리다 담다 늘다 떠올리다 들리다 받다
2017,Sweet Dreams (Are Made Of This),Eurythmics(유리스믹스),알리다 만들다 이루어지다 짓다 올리다 올리다 두다 오다 받다
2018,Stompin' At The Savoy,Rufus(루퍼스),낳다 두다 입다 돼다 따라가다 떠나다 떠나다 만들다 느끼다 늘다 심다
2019,Between The Sheets,Isley Brothers(아이즐리 브라더스),얻다 들어서다 들어서다 치우다 기르다 오다 가져오다 세우다 쥐다 써다 심다
2020,Thriller,Michael Jackson(마이클 잭슨),늘다 가다 뛰어넘다 싶다 남다 섞다 틀다 붙이다 넣다 키우다 아우르다 이루다 내다 섞다 해내다 싶다
2021,Computer Games,George Clinton(조지 클린턴),손꼽다 이끌다 만들다 내다 달다 내리다 줄이다 만들다 빌리다 오다 늘다 배우다 이어지다 줄이다 늘다 알리다
2022,1999,Prince(프린스),가다 알리다 이어지다 맴돌다 돼다 들다 두다 맞다 물리다
2023,Midnight Love,Marvin Gaye(마빈 게이),늘다 옮기다 받다 남기다 받다 다루다 끼치다 선보이다 녹이다 내다 만들다 담기다 담다 찾다 심다
2024,What Time Is It?,The Time(더 타임),선보이다 돼다 이루다 만들다 흐르다 만나다 인정받다 오다 늘다 떠올리다 앞서다 받다 끼치다
2025,Hot Fun,Dayton,기다 일으키다 크다 거두다 받다 넘다 이어지다 반기다
2026,All This Love,DeBarge(드바지),만들다 이루어지다 얻다 받다 시달리다 겪다 거치다 오다 나다 크다 들다 늘다 받다 받다 만들다 들려주다 받다
2027,Straight From The Heart,Patrice Rushen(패트리스 러센),알다 가다 두다 해오다 맺다 늘다 쉬다 이끌다 느껴지다 따르다 자다 쓰이다 선보이다 합치다 가다 심다
2028,Mystery,Hot Chocolate(핫 초콜렛),누리다 늘다 이끌다 오다 되어다 여기다 벗어나다 보여주다 엿보다 되어다
2029,Private Eyes,Hall & Oates(홀 앤 오츠),늘다 비다 그치다 끄다 크다 불다 빌리다 선보이다 춤추다 입다 거두다 선보이다 따르다 높이다 만들다 심다
2030,Never Too Much,Luther Vandross(루더 반드로스),늘다 받다 받다 지나다 받다 지니다 지나다 주다 어리다 권하다 만들다 거치다 거두다 비다 받다 엿보다
2031,Street Songs,Rick James(릭 제임스),늘다 빌리다 거치다 빼앗기다 벗다 기다 두다 듣다 자라다 자다 알려지다
2032,Breakin' Away,Al Jarreau(알 자로),늘다 지내다 띄다 얻다 인정받다 되어다 늘다 팔리다 받다 들려주다 받다 심다
2033,Nightclubbing,Grace Jones(그레이스 존스),태어나다 거치다 싶다 섞다 들어가다 빌다 쓸다 담다 내다 되어다 앞서다
2034,"The Brooklyn, Bronx & Queens Band",The B.B. & Q Band,늘다 따오다 알다 차다 크다 밀리다 해오다 치르다 선보이다 선보이다 여기다
2035,Rockin' You Eternally,Leon Ware(리온 웨어),담기다 늘다 비다 인정받다 만들다 갖추다 품다 늘다 늘다 뽐내다 늘다 뽐내다 다물다 거두다 심다
2036,License To Dream,Kleeer,올라오다 알다 나가다 내다 거두다 선보이다 거두다 세다 낳다 고르다 꽂히다 가지다 되어다 심다
2037,Stone Jam,Slave(슬레이브),띄다 들어서다 내리다 지키다 버리다 들려주다 잇다 늘다 보여주다
2038,Love Lives Forever,Minnie Riperton(미니 리퍼튼),틀다 늘다 선보이다 얻다 오다 거두다 거두다 늘다 틀다 만들어지다 틀다 되어다 늘다 찍히다 틀다 자다 알려지다 늘다 틀다 심다
2039,Dirty Mind,Prince(프린스),불리다 대다 가리다 가리다 돼다 오다 만들다 겪다 들어서다 담기다 가다
2040,Hotter Than July,Stevie Wonder(스티비 원더),노리다 받다 만들어지다 섞다 내다 돋보이다 맞추다 맞추다 해내다 돋보이다 심다
2041,Celebrate!,Kool & The Gang(쿨 앤 더 갱),얻다 크다 오다 해내다
2042,Give Me The Night,George Benson(조지 벤슨),인정받다 오다 꿈꾸다 잡다 풀다 내다 쏟아내다 올리다 넘다 들다
2043,Diana,Diana Ross(다이애나 로스),늘다 거두다 올려놓다 나타내다 늘다 만들다 크다 오다 만들다 거두다 늘다 남다 지니다 쓰이다 심다
2044,Love Somebody Today,Sister Sledge(시스터 슬레지),만들다 늘다 이루어지다 찍다 실리다 따르다 바뀌다 실리다 가져가다 돼다 되어다 누리다 들다 차분해지다 보여주다 만들어지다
2045,The Glow of Love (Original Album and Rare Tracks),Change,가다 지니다 담다 오다 만들다 해오다 늘다 크다 크다 선보이다
2046,Let's Get Serious,Jermaine Jackson(저메인 잭슨),크다 키우다 나가다 오다 만들다 인정받다 거두다 옮기다
2047,Zapp,Zapp,재다 재다 뭉치다 재다 지내다 재다 재다 앞세우다 해내다 담기다 되어다 재다 내다 벗어나다 보여주다 심다
2048,Joy And Pain,Maze(메이즈),닥치다 따르다 크다 거두다 인정받다 바뀌다 들려오다 지니다 심다
2049,Round Trip [Plus Bonus Tracks],Various Artists,늘다 섞이다 들다 지다 크다 얻다 펼치다 베다 가다 모이다 숨기다
2050,One In A Million You,Larry Graham,잡다 도드라지다 드러나다 내다 선보이다 내다 만나다 얻다 저물다 담다 잡다 담다 앞세우다 받다 흐르다 드러나다
2051,Kano,Kano,늘다 누리다 만들다 따오다 잡다 드러나다 늘다 자다 드러나다 되어다 낳다
2052,Light Up The Night,The Brothers Johnson(브라더스 존슨),가지다 크다 내리다 늘다 늘다 늘다 가다 돋다 얹다 빼다 들다 바뀌다 맞추다 크다 심다
2053,Drifting Again 1.5,미선이,거치다 거치다 떠나다 나오다 받다 나가다 만들다 만들어지다 거두다 들다 보여주다 째다 보여주다 어울리다 대다 보내다 거치다 들려주다 거치다 거치다 불다 일으키다 거치다 아로새기다 되어다 더불다 넣다 되어다 되어다 보이다
2054,Evergreen Merry Christmas,Frank Sinatra(프랭크 시나트라),생각나다 나가다 이루다 잡다 보이다 들다 생각나다 가다 맞다 두다 띄다 감다 꾸미다 되어다 두다 고르다 올리다 꾸미다 둘러놓다 둘러놓다 켜다 빛나다 빛나다 바라보다 떠오르다 어리다 알다 빌다 자다 끄다 열다 들어오다 놓다 가시다 알다 떠오르다 믿다 되어다 나르다 해주다 느껴지다 느껴지다 두다 가지다 둘러앉다 바라보다 감사하다 들다 생각나다 되어다 버리다 만나다 잡히다 지키다 보내다 주다 빠지다 해주다 해주다 감사하다 느끼다 보내다 보내다 나누다 만들다 어리다 쥐다 나르다 남기다 어리다 담기다 빛나다 태어나다 크다 담기다 세다 담기다 빛나다 담다 드리다 모이다 남기다 나르다 해보다 잡히다 보내다
2055,On Air,Queen(퀸),오다 가다 앞두다 흐르다 뛰어넘다 되어다 오다 펼치다 빠지다 되어다 걸치다 알려지다 들다 되어다 되어다 바뀌다 웃다 되어다 빼다 앞두다 되어다 띄다 크다 모으다 들다 받다 늘다 거치다 담기다 되어다 싶다 놓치다
2056,Living Water,이현일(Hyunil Lee),나오다 되어다 얻다 가다 나뉘다 보여주다 넘어오다 보여주다 보이다 쌓다 띄다 받치다 주다 늘다 실리다 가다 만들다 여겨지다 되어다
2057,Why- The 2nd Mini Album,태연 (TAEYEON),나누다 늘다 늘다 알다 처지다 가지다 도르다 따다 들어주다 싶다 치다 달구다 버리다 더불다 가지다 나가다 돼다 흘러가다 크다 두다 늘다 가다 주다 맡기다 쌓다 올리다 해내다 섞다
2058,That's Christmas To Me (Deluxe Edition),Pentatonix(펜타토닉스),꼽히다 갖추다 거두다 넘어서다 찍다 늘다 녹이다 내다 돼다 돼다 담다 실리다 늘다 해내다 즐기다 자다 이루다 바라다
2059,Un Azteca en el Azteca (En Vivo),Vicente Fernandez,살다 해오다 해오다 살다 불리다 울리다 받다 오다 되어다 넘다 얻다 보여주다 담다 기다 듣다 나다 느껴지다 느껴지다 담기다 들다 보이다 다가오다 걸다 놓다 떠나다 받다 오다 되어다 모르다 살다 느끼다
2060,The Shawshank Redemption,Various Artists,던지다 잊다 나오다 크다 주다 받다 들어오다 걸리다 보여주다 흔들리다 보여주다 돌리다 기다 나다 느끼다 울리다 퍼지다 되어다 느끼다 남기다
2061,Kiss,Kan Sano(간 사노/佐野 觀),사다 내주다 사다 내주다 걸다 즐기다 사다 사다 늘다 어리다 배우다 타고나다 인정받다 오다 크다 나아가다 내보이다 돌아오다 쓰이다 쌓다 오다 선보이다 이루다 내다 받다 담다 펼치다 들다 받다 열리다 받다 맡다 넓히다 이루다 맞추다 담기다 집어넣다 담다 즐기다
2062,"Sexy, Free & Single",SUPER JUNIOR (슈퍼주니어),받다 잡다 들이다 넘어가다 사다 몰다 다니다 다니다 뽑다 붙다 먹다 따르다 추다 들다 써다 보내다 담다 섞이다 듣다 모르다 만들다 늘다 늘다 듣다 나오다 지키다 숨기다 놓다 담다 놓다 들다 주다 빠지다 들다 만들다 늘다 느껴지다 들다 부르다 느끼다 들다 부르다 떠올리다 부풀다 들다 나다 일어나다 들다 나오다 만들다 주다
2063,KYOMI,XXX,알려지다 되어다 떠오르다 싸이다 늘다 따다 쏠리다 도드라지다 꽂히다 가까워지다 끝나다 이루어지다
2064,Under The Influence: Holiday Edition,Straight No Chaser(스트레이트 노 체이서),오다 늘다 돼다 지다 앞두다 받다 보이다 갖추다 메우다 높이다 쏟아지다 나오다 잊다 받다 놓다 내다 부르다 해내다 그치다 즐기다 싶다 잊다 꺼내다
2065,For Those Who Grieve,홀린(HLIN),따르다 다니다 벗기다 가지다 바꾸다 내놓다 가지다 거치다 높아지다 끊다 이어지다 되어다 감싸다 받다 잇다 가지다 느끼다 이기다 바라다
2066,Mariah Carey,Mariah Carey(머라이어 캐리),넘어서다 넘어서다 어리다 오다 이루어지다 듣다 듣다 듣다 들다 들다 쉬다 찾다 앞서다 살다 되어다 자다 만나다 오다 들다 되어다 듣다 싶다 싶다 해보다 어리다
2067,Romantic,멜로망스(MeloMance),메다 메다 메다 들다 메다 들다 빠지다 나오다 밝다 되어다 메다 들이다 메다 들다 들다 들다 녹다 버리다 모르다 해주다 잇다 해주다 감사하다
2068,Futuristic Swaver Vs. The World,FUTURISTIC SWAVER,해오다 늘다 보여주다 되어다 느끼다 들다 잊다 머물다 보이다 나오다 섞이다 뒤틀리다 어우러지다
2069,DNCE,DNCE,해오다 가다 크다 치다 늘다 맡다 뭉치다 늘다 올라가다 높이다 주다 보이다 자라다 자라나다 들다 건너가다 뭉치다 뽑다 맞추다 입히다 늘다 즐기다 마시다 해내다 담다 깔리다 내다 보여주다 오다 맞닿다 받다 밝히다 주다 배다 크다 흔들다 놓다 다가오다 듣다 감추다 불러일으키다 늘다 끌다 해주다 되어다 오다 오다 잡다 늘다 돋다 주다 가다 맞다 떠올리다 이어지다 어우러지다 달아오르다 달래다 잡다 솟다 오다 튀다 나타내다 담다 만들다 내다 피다
2070,The Orbit,시로스카이(Shirosky),선보이다 보여주다 되어다 보이다 보여주다 쓰다 비다 들다 만들다 싶다 늘어나다 선보이다 나가다 늘어지다 달라붙다 도르다 높이다 찾다 사로잡히다 기르다
2071,Beneath The Surface,Bart Wirtz,어울리다 떠오르다 어울리다 나오다 자다 선보이다 걸어오다 어리다 받다 나다 나오다 자다 채우다 듣다 주다 묻다 넘어서다 녹이다 내다 주다 끌다 주다 빨다 들다
2072,2 MANY HOMES 4 1 KID,저스디스(JUSTHIS),많아지다 듣다 다루다 따지다 선보이다 치키다 세우다 자다 뱉다 날리다 삼다 뒤틀리다 뉘우치다 오가다 깔다 써다 드러나다 들어가다 품다 뱉다 씹다 가다 담기다 불다 자다 보여주다 메우다 얻다 자다 짜이다 차다 빼놓다 더불다 배다 두다 차다 이루다 잦다 늘다 어우러지다 인정받다 주다
2073,New York Rhapsody,Lang Lang(랑 랑),넘어서다 넓히다 보내다 아우르다 지다 들리다 갈다 알려지다 늘다 알려지다 입히다 더불다 펼쳐지다 오다 만들다 내다 만들다 다가오다
