,album titles,artists,cleaned_sentences
3728,Khmer,Nils Petter Molvaer(닐스 페터 몰바에르),
3729,Ultraviolence (Deluxe),Lana Del Rey(라나 델 레이),가히
3730,Nordic Quartet,John Surman(존 서먼),나지막이
3731,New York,Lou Reed(루 리드),
3732,The Sea,Ketil Bjornstad(케틸 비외른스타드),특히
3733,The Very Best Of Enya,Enya(엔야),그야말로 특히
3734,If You Look Far Enough,Arild Andersen(아릴 안데르센),
3735,In Technicolor,Jesse McCartney(제시 매카트니),
3736,Complètement fou,Yelle(옐),특히
3737,The Golden Echo,Kimbra(킴브라),
3738,Delicacy,HUS(허밍어반스테레오),
3739,A Perfect Contradiction,Paloma Faith(팔로마 페이스),그나마
3740,Vienna Concert,Keith Jarrett(키스 자렛),없이 특히 많이
3741,웰컴 투 곰배령,초록 테이블,
3742,I Took Up The Runes,Jan Garbarek(얀 가바렉),특히
3743,다시 꿈꾸고 싶다,성시경,조금씩 천천히 이미 너무나
3744,Private City,John Surman(존 서먼),
3745,Kiss Me Once [Special Edition],Kylie Minogue(카일리 미노그),
3746,Bass Desires,Marc Johnson(마르크 존슨) & Bill Frisell(빌 프리셀) & John Scofield(존 스코필드) & Peter Erskine(피터 어스카인),특히
3747,10 (Ten),스내키 챈,각별히 매주 많이
3748,"Standards, Vol. 2",Keith Jarrett(키스 자렛),
3749,Strangers,RAC(알에이씨),
3750,Back To Back,키스톤즈(카말 & The Z),한때 특히
3751,Trouble In Paradise,La Roux(라 루),자연스레
3752,Gypsy Heart,Colbie Caillat(콜비 카레이),
3753,Offramp,Pat Metheny Group(팻 매스니 그룹),
3754,너에게로 또 다시 / 저 하늘을 날아서,변진섭,특히 한동안 적어도
3755,Travels,Pat Metheny(팻 매스니),
3756,Strange Desire,Bleachers(블리쳐스),그야말로
3757,Standards Vol.1,Keith Jarrett(키스 자렛),
3758,First Circle,Pat Metheny Group(팻 매스니 그룹),
3759,My All,박화요비,많이 어김없이 아직 그야말로 이미 특히 많이 어쩔 오래 아무래도 많이 그야말로 아무래도 아무래도 아직 아무래도 많이 조금씩 많이 많이 오래 오래 많이 특히 왠지 아직 누군지 그만큼 많이 그야말로 많이 많이 아무래도 많이 많이 아직
3760,Rambler,Bill Frisell(빌 프리셀),자유로이 특히 이미
3761,Slow Dancing - EP,Betty Who(베티 후),한껏
3762,인셉션 (Inception),Hans Zimmer(한스 짐머),이미 의외로 너무나
3763,Comfort,거미,없이 특히 따끔 따끔 따끔
3764,Document (The I.R.S. Years Vintage 1987),R.E.M.(알이엠),없이
3765,行步 2011 尹鍾信,윤종신,없이 매해 없이 그만큼 너무나 없이
3766,Lungs (International Version),Florence + The Machine(플로렌스 앤 더 머신),많이 아무튼
3767,Pat Metheny Group,Pat Metheny(팻 매스니),오랜
3768,Diamonds,소울사이어티(Soulciety),이미 이미 아직
3769,My Song,Keith Jarrett(키스 자렛),특히
3770,Vitalogy,Pearl Jam(펄 잼),없이 오래 한때 오랫동안
3771,Gateway 2,John Abercrombie(존 애버크롬비),특히
3772,가야금 산조,황병기,
3773,Passengers,Gary Burton Quintet,
3774,난 알아요,서태지와 아이들,많이 이미
3775,유작,조정치,없이 뾰족
3776,Prayer,Robin Schulz(로빈 슐츠),드디어 아직 스멀스멀 특히 어찌저찌 꽉꽉
3777,Rising Sun,동방신기 (TVXQ!),어언 아직도
3778,Heaven Up Here,Echo And The Bunnymen(에코 앤 더 버니멘),한동안
3779,Yours Truly,Ariana Grande(아리아나 그란데),그걸
3780,매직스트로베리사운드 컴필레이션 Vol.1 - 내가 너의 작곡가,Various Artists,드디어
3781,Bright Size Life,Pat Metheny(팻 매스니),아직 이미
3782,The 1975,The 1975,우연히
3783,Dreams So Real - Music Of Carla Bley,Gary Burton Quintet,
3784,Gossip In The Grain,Ray LaMontagne(레이 라몬테인),특히 그걸
3785,The Survivors' Suite,Keith Jarrett(키스 자렛),
3786,Disintegration,The Cure(더 큐어),조금씩 한없이
3787,Chapter 4,지오디(god),아직도
3788,아홉가지 기분,네스티요나(Nastyona),없이 그만큼
3789,Ghost Stories (Download Only),Coldplay(콜드플레이),아직
3790,With,스탠딩 에그(Standing Egg),아직 마구마구 많이 특히 아직 이미 아직 아직 어쩔 특히 아직 아직
3791,Appetite For Destruction,Guns N' Roses(건즈 앤 로지스),특히 특히 아직
3792,사랑이 지나가면 (LP),이문세,아직 가히
3793,Odyssey,Terje Rypdal,특히 많이
3794,The 1st Mini Album '광화문에서 (At Gwanghwamun)',규현 (KYUHYUN),특히 따로 아직 많이 많이 없이
3795,The Köln Concert,Keith Jarrett(키스 자렛),없이 특히
3796,HOME,로이킴,많이 많이
3797,Gateway,John Abercrombie(존 애버크롬비) & Jack DeJohnette(잭 드조넷) & Dave Holland(데이브 홀랜드),의외로
3798,Frog Songs For Whales,Loof(레이프),
3799,Live In Cook County Jail,B.B. King(비비 킹),수없이 이미 없이 아직
3800,Quiet Night,서태지,오랜 한껏 많이
3801,White Blood Cells,The White Stripes(더 화이트 스트라입스),특히
3802,Crystal Silence,Gary Burton(게리 버튼),자유로이 되게
3803,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Hans Zimmer(한스 짐머),너무나도
3804,Piano Improvisations Vol.2,Chick Corea(칙 코리아),
3805,15집 - Serendipity [30주년 기념앨범],이선희,퍼석
3806,Oh Mercy,Bob Dylan(밥 딜런),특히 그건 없이 오랜
3807,Closer,Joy Division(조이 디비전),
3808,동물원 세번째 노래모음,동물원,아직 오래
3809,The 1st Mini Album 'ACE',태민 (TAEMIN),왠지 그만큼 조금씩 어딜 왠지 어딜 따로 아무튼 빨리 없이 많이 많이
3810,La Isla Bonita,Deerhoof(디어후프),특히
3811,Piano Improvisations Vol.1,Chick Corea(칙 코리아),
3812,O[ou],피터팬컴플렉스 (PPCX),우연히 특히 오랜
3813,Facing You,Keith Jarrett(키스 자렛),
3814,Hysteria,Def Leppard(데프 레파드),어렵사리
3815,Round Nina,Various Artists,많이 그야말로
3816,Big Music,Simple Minds(심플 마인즈),그야말로 오랜 오랜
3817,Cosmos,Tomoyasu Takeuchi(토모야스 타케우치),많이 이미
3818,Can't Stop,씨엔블루(CNBLUE),많이 소곤소곤
3819,Abandon Ship,Knife Party(나이프 파티),말끔히 그야말로
3820,신발장,에픽하이 (EPIK HIGH),아직
3821,Afric Pepperbird,Jan Garbarek Quartet,
3822,꽃갈피,아이유(IU),간간히 오래 많이 오랫동안
3823,Begin Again - Music From And Inspired By The Original Motion Picture,Various Artists,지극히 오랜 그만큼 특히 또는 자연스레
3824,Waterloo [30th Anniversary Edition],ABBA(아바),아마도 그만큼
3825,Burst Apart,The Antlers(더 앤틀러스),아무튼 이미 근데 어찌나 없이
3826,First Sensibility,B.A.P,없이 되게 누군지 특히 왠지 쿵쿵
3827,Arrival [30th Anniversary Deluxe Edition],ABBA(아바),없이
3828,TOUCH N MOVE,씨스타(Sistar),엄청 이미 많이 너무나 아직
3829,Loud To Sleep,Jet Plane(제트 플래인),우연히
3830,Abba,ABBA(아바),특히
3831,"즐겁게, 음악.",윤석철 트리오(SC Yun's Trio),많이 없이
3832,Live Toy (Live),토이(Toy),그만큼
3833,Rain Effect,비,되게 많이 왠지 한동안 없이 근데 없이 없이 팍팍 특히
3834,Ring Ring (Deluxe Edition),ABBA(아바),따로
3835,Air,포워드(F.W.D),
3836,The Visitors (Deluxe Edition),ABBA(아바),이미 아무리 그나마
3837,Voulez-Vous,ABBA(아바),아직 없이 특히
3838,D,델리 스파이스(Deli Spice),
3839,Dancing Zoo,몽구스(Mongoose),그걸
3840,골든-힛트 모음집 [앵콜요청금지.],브로콜리너마저,없이
3841,The Album,ABBA(아바),
3842,Live At Wembley Arena,ABBA(아바),이미 많이
3843,New World,클론(CLON),열심히 아직도 열심히 콩콩 그건 없이 근데 쿵쿵
3844,YⅡK,Y2K,한껏 지극히 그만큼 특히 속속 아직도
3845,Proxima Estacion: Esperanza,Manu Chao(마누 차오),없이
3846,재주소년(才洲少年),재주소년,이미 지극히
3847,Funk,불독맨션(Bulldogmansion),오래도록
3848,꽃,이소라,많이 너무나 아직도 아직도
3849,LCD Soundsystem,LCD Soundsystem(엘씨디 사운드시스템),대빵 특히 그야말로 그걸 그야말로 너무나도
3850,Destroyer,Kiss(키스),아직도 거진
3851,Globalization,Pitbull(핏불),의외로 없이 괜히
3852,If You Wait,LONDON GRAMMAR(런던 그래머),꽉꽉
3853,Born In The U.S.A.,Bruce Springsteen(브루스 스프링스틴),
3854,Housology,트랜지스터 헤드(Transistor Head),
3855,하수연가(下水戀歌),크라잉넛(Crying Nut),
3856,Love Universal,heRajiKa tracks(헤라지카 트랙스),없이 그야말로
3857,That's Christmas To Me,Pentatonix(펜타토닉스),드디어
3858,Merry Christmas (Deluxe Anniversary Edition),Mariah Carey(머라이어 캐리),많이 그나마
3859,Keep The Faith,Bon Jovi(본 조비),
3860,Lonerism,Tame Impala(테임 임팔라),특히 특히 이미 오랜 이미 아직 아직 오래전 아직
3861,폴라 익스프레스 (The Polar Express),Various Artists,
3862,Back To Black (Deluxe Edition),Amy Winehouse(에이미 와인하우스),많이
3863,The Veronicas,The Veronicas(베로니카스),오랫동안 대놓고 오랜 많이
3864,In The Lonely Hour [Deluxe Edition],Sam Smith(샘 스미스),지극히
3865,별일 없이 산다,장기하와 얼굴들,없이 없이 없이 미적미적 맨날 천천히 없이 없이 없이 아주아주 없이 적어도
3866,FOUR (Deluxe),One Direction(원 디렉션),
3867,One,워렌(Warren),아직
3868,A Charlie Brown Christmas [2012 Remastered & Expanded Edition] (Remastered & Expanded Edition),Vince Guaraldi Trio(빈스 과랄디 트리오),해마다
3869,Ella Wishes You A Swinging Christmas,Ella Fitzgerald(엘라 피츠제랄드),
3870,December,Chris Botti(크리스 보티),
3871,My Christmas,Andrea Bocelli(안드레아 보첼리),
3872,Sonic Highways,Foo Fighters(푸 파이터스),
3873,Give It Up,Bonnie Raitt(보니 레이트),특히 가히
3874,Christmas,Michael Bublé(마이클 부블레),오랜
3875,Winelight,Grover Washington Jr.(그로버 워싱턴 주니어),그만큼
3876,Goodbye Aluminium,달빛요정역전만루홈런,특히
3877,Yuck (Deluxe Edition),Yuck,
3878,Acoustic Proposal,M.Y.M.P,
3879,Noel,Josh Groban(조쉬 그로반),많이
3880,Holiday Wishes,Idina Menzel(이디나 멘젤),
3881,Wrapped In Red,Kelly Clarkson(켈리 클락슨),오랫동안 매해 특히
3882,One Wish :The Holiday Album,Whitney Houston(휘트니 휴스턴),왠지
3883,The Taylor Swift Holiday Collection,Taylor Swift(테일러 스위프트),
3884,Christmas Collection,Carpenters(카펜터스),
3885,When My Heart Finds Christmas,Harry Connick Jr.(해리 코닉 주니어),이미
3886,A Family Christmas,The Piano Guys(피아노 가이즈),
3887,The Christmas Song,Nat King Cole(냇 킹 콜),
3888,Dirty Bass [Deluxe],Far East Movement,많이 한동안
3889,Touch,Eurythmics(유리스믹스),사정없이 추적추적 가히
3890,To This Union A Sun Was Born [Deluxe Edition],Substantial(서브스텐셜),또는
3891,"The Very Best Of Peter, Paul And Mary","Peter, Paul & Mary(피터 폴 앤 매리)",
3892,...Nothing Like The Sun,Sting(스팅),특히 특히
3893,Human,이승환,없이 오래 이미 이미
3894,That's The Way Of The World,"Earth, Wind & Fire(어쓰, 윈드 앤 파이어)",오랫동안 빨리
3895,Ⅲ Sides To Every Story,Extreme(익스트림),주뼛
3896,Come Away With Me,Norah Jones(노라 존스),너무도 그만큼 특히
3897,Blurred Lines,Robin Thicke(로빈 시크),
3898,She's So Unusual,Cyndi Lauper(신디 로퍼),그야말로
3899,Miss Me Or Diss Me,MC몽,아직 없이 아직 조금씩 조금씩 아직 오랜 우연히 되게 적어도 없이 많이 살며시 되게 없이 따로 아무래도 많이
3900,Skafiction,킹스턴 루디스카(Kingston Rudieska),
3901,Black Swarms,DJ Son & Potlatch,
3902,Xclusive - Jiggy Fellaz Compilation Album Vol.1,Various Artists,
3903,One,펑카프릭 부스터,
3904,Still-A-Live (Club Master Plan Last Live Album),Various Artists,
3905,네가이곳에서보게될것들 (Things You Are Going To See Here),조월(Jowall),정말로
3906,스트레칭 져니,스트레칭 져니,어지러이
3907,Partial Eclipse,49 몰핀즈(49 Morphines),
3908,반성의 시간 (Time Of Reflection),백현진,너무나도 많이
3909,Acid Trip,머스탱스(The Mustangs),이미 부글부글
3910,그림자 궁전,그림자 궁전,들썩
3911,Champions,챔피언스(Champions),또는
3912,우리는 속옷도 생겼고 여자도 늘었다네,우리는 속옷도 생겼고 여자도 늘었다네,
3913,Every Time We Fall,긱스(The Geeks),
3914,우리는 깨끗하다,구남과여라이딩스텔라,간신히 천천히 많이
3915,Rough Draft In Progress,할로우 잰(Hollow Jan),
3916,입술이 달빛,소규모 아카시아 밴드,
3917,너희가 재앙을 만날 때에 내가 웃을 것이며 너희에게 두려움이 임할 때에 내가 비웃으리라 (잠언 1:26),불싸조,수없이
3918,밤비록스,피들밤비(Fiddle Bambi),때때로 랄라 한껏 의외로
3919,Lo-Fi Dancing Star,스타리-아이드(Starry-Eyed),
3920,자각몽,잔향(殘香),
3921,極座漂(극좌표),아마츄어증폭기,수없이 지극히
3922,네눈박이 나무밑 쑤시기,네눈박이 나무밑 쑤시기,특히 정말로 그만큼
3923,거울놀이,잠(Zzzaam),어렴풋이
3924,Time Table [2010 Remastered ver.],3호선 버터플라이(3rd Line Butterfly),한가득 아직
3925,Bluedawn,푸른새벽,한없이
3926,Staccato Green,스웨터(Sweater),또는 수없이 오랜
3927,The Portrait Of Your Funeral [Extended Version],바세린(VASSLINE),아마도 때때로
3928,자유혼(自由魂),김두수,너무나도
3929,대조선펑크 노브레인: 청년폭도맹진가,노브레인(No Brain),아마도
3930,A & R Sulco 1,Various Artists,
3931,We Are All Together,시와무지개(SiwaRainbow),오래전
3932,Bedtime Story,세인트바이너리(SaintBinary),
3933,Trampauline,트램폴린(Trampauline),
3934,Haihm,Haihm(하임),없이 오랜
3935,KAYIP,카입(Kayip),
3936,Mozosonyon (모조소년),모조소년(달파란 & 병준),
3937,Machine Kid,모하비(Mojave),
3938,철갑혹성(鐵甲惑星),캐스커(Casker),
3939,Another One,가재발(Gazaebal),
3940,안내섬광(眼內閃光),W(Where The Story Ends),
3941,수집가,데이트리퍼(Daytripper),
3942,Mojito,하우스 룰즈(House Rulez),
3943,Earth Power,에프톤 사운드(Ftone Sound),
3944,Twenties = Love,아워멜츠(Hourmelts),특히 없이
3945,Space Fantasy,신빠람 이박사,
3946,Instant Pig,클래지콰이(Clazziquai),
3947,Mo:Tet,모텟(Mo:Tet),없이
3948,A Weird Popularity,고트 앤 멍키(Goat And Monkey),이를테면
3949,Archetype Objet,톡식바이어스플뤠르아이비(Toxicbiasfleurivy),
3950,Day Is Far Too Long,전자양,특히
3951,Acceptable Range,데미캣(Demicat),없이
3952,Shines In The Dark,황보령=Smacksoft,
3953,Life Is Strange,서울 전자 음악단,이미 어찌나
3954,Individually Wrapped,드린지 오(Dringe Augh),
3955,Pax (팍스),로로스(Loro's),
3956,빵 컴필레이션 3 - Live Club Bbang,Various Artists,이미 골고루
3957,첫번째 병풍 - 반도의 끝 (End Of The Bando),이아립,
3958,이장혁 Vol.1,이장혁,이미 오랫동안
3959,Infield Fly,달빛요정역전만루홈런,
3960,Neverendingstories (결코 끝나지 않을 이야기들),스위트 피(Sweet Pea),지극히
3961,고질적 신파,불나방스타쏘세지클럽,
3962,9와 숫자들,9와 숫자들,
3963,Aero,비둘기 우유(Vidulgi OoyoO),
3964,"Fire, Dance With Me",코코어(Cocore),그만큼 오래 아직
3965,Pop To The People,눈뜨고 코베인,
3966,올랭피오의 별,허클베리 핀(HuckleBerry Finn),
3967,Dao,이다오,
3968,Woman,레이니썬(Rainy Sun),특히
3969,가벼운 숨결,줄리아 하트(Julia Hart),없이
3970,Babel,Mumford & Sons(멈포드 앤 선스),또다시 이미 되게 또다시
3971,21,Adele(아델),아직
3972,The Suburbs,Arcade Fire(아케이드 파이어),많이 한없이 없이
3973,Fearless,Taylor Swift(테일러 스위프트),없이 드디어 없이
3974,Raising Sand,Robert Plant(로버트 플랜트),이미 이미 이미
3975,River: The Joni Letters,Herbie Hancock(허비 행콕),아직도
3976,Taking The Long Way,The Chicks,특히
3977,How To Dismantle An Atomic Bomb,U2(유투),수없이
3978,"오 형제여 어디 있는가? (O Brother, Where Art Thou?)",Various Artists,그야말로 특히 그야말로
3979,Two Against Nature,Steely Dan(스틸리 댄),특히 한때
3980,Supernatural,Santana(산타나),아직도 이미 특히 아직 아마도
3981,Time Out Of Mind,Bob Dylan(밥 딜런),갸우뚱
3982,Falling Into You [Import],Celine Dion(셀린 디온),한때 한동안 없이
3983,Jagged Little Pill,Alanis Morissette(앨라니스 모리셋),이미 그만큼
3984,MTV Unplugged,Tony Bennett(토니 베넷),그야말로 한껏
3985,Eric Clapton Unplugged (Live),Eric Clapton(에릭 클랩튼),그야말로 특히
3986,Nick Of Time,Bonnie Raitt(보니 레이트),없이
3987,The Joshua Tree,U2(유투),오랜 유난히
3988,Graceland,Paul Simon(폴 사이먼),아직도
3989,No Jacket Required,Phil Collins(필 콜린스),어쩔 없이
3990,Toto IV,Toto(토토),
3991,Double Fantasy Stripped Down,John Lennon(존 레논),
3992,Christopher Cross,Christopher Cross(크리스토퍼 크로스),
3993,52nd Street,Billy Joel(빌리 조엘),
3994,토요일 밤의 열기 (Saturday Night Fever),Various Artists,아무래도
3995,Rumours,Fleetwood Mac(플리트우드 맥),아직 조금씩 이미 이미 많이 없이
3996,Still Crazy After All These Years,Paul Simon(폴 사이먼),한없이 한없이
