,album titles,artists,cleaned_sentences
2359,Urbano,어바노(Urbano),엄청나다 엄밀하다 다양하다 작다 높다 많다 세련되다 아쉽다 엄청나다
2360,황진이 (KBS 수목드라마),Various Artists,화려하다 재미있다 솔직하다 좋아하다 좋아하다 애틋하다 아련하다 많다 나쁘다 좋다
2361,Continuum,플라이 투 더 스카이,굉장하다 좋아하다 원하다 깊다 애절하다 좋다 생생하다 전화하다 당당하다
2362,Suicide Squad: The Album (수어사이드 스쿼드) OST,Various Artists,다양하다 화려하다 다양하다 가득하다 화려하다 특별하다 두드러지다 많다 유명하다 날카롭다 절묘하다 다양하다
2363,다중인격자(多重人格者),하림,기이하다 이렇다 충실하다 유사하다 자연스럽다 세련되다 능숙하다
2364,Nineteen Plus One,박화요비,많다 많다 가깝다 성숙하다
2365,Just Like R&B,유리(YURI),그러하다 빠르다 성공하다 예쁘다 화려하다 가깝다 충실하다 어떻다 쉽다 충분하다 좋다 분명하다
2366,As One Vol. Ⅱ,애즈원,소중하다 원하다 원망하다 멋지다 작다 가깝다 성숙하다 유일하다
2367,Piece Of My Wish [Repackage],해이(Hey),이렇다 설레다 젊다 아름답다 좋다 애절하다 굉장하다 경쾌하다 좋다 익숙하다 좋다 기쁘다 부드럽다 화창하다
2368,FRANK,백예린 (Yerin Baek),어설프다 복잡하다 미묘하다 흔하다 독특하다 다양하다 깊다 진하다 당당하다 담백하다 남다르다 예민하다 아프다 이러하다 힘드다 편안하다 특별하다 중요하다 필요하다
2369,자유리듬,윤석철 트리오(SC Yun's Trio),새롭다 즐겁다 자유롭다 상관없다 신선하다 넓다 즐겁다 성숙하다 유머러스하다 새롭다 가볍다 오래되다 발랄하다
2370,Music Is My Best Friend,Alle Farben(알레 파르벤),신선하다 편하다 편하다 독특하다 엄청나다 더하다 엄청나다 단순하다 진중하다 가볍다 어느덧다 지루하다 깜찍하다 더하다 더하다
2371,상처,문명진,별다르다 아쉽다 충실하다 이러하다 넓다 길다 아쉽다 넘치다
2372,Give Me Some Sugar!,레드 펑키(Red Funky),충실하다 충분하다 흥미롭다 흥미롭다 높다 세련되다 진지하다 힘드다 강하다 빠르다 유효하다 궁금하다
2373,The London Sessions,Mary J. Blige(메리 제이 블라이즈),좋다 유사하다 그러하다
2374,Dark Angel,이효리,가득하다 좋아하다 좋다 다양하다 솔직하다 당당하다 소박하다 순수하다 섹시하다 많다 넘치다 당당하다 섹시하다 좋아하다 섹시하다 좋아하다 섹시하다 발랄하다 섹시하다 많다 섹시하다 좋아하다 섹시하다 자유롭다 가볍다 쉽다 천진난만하다 더하다 세련되다 강하다
2375,Everything's Beautiful,Miles Davis(마일즈 데이비스) & Robert Glasper(로버트 글래스퍼),젊다 탁월하다 젊다 자리다 밉다 중요하다 단순하다 성하다 진하다 탁하다 짧다 아쉽다
2376,Filling Up,소냐(Sonya),수많다 이렇다 두껍다 얇다 차분하다 완벽하다 가깝다 어떻다
2377,Face The Music R&B,비쥬(Bijou),가깝다 느리다 이렇다 어떠하다 슬프다 성공하다 좋다
2378,이지형 소품집 Vol.2 - 봄의 기적,이지형,뜨겁다 유명하다 잔잔하다 넘치다 짜릿하다 강력하다 따뜻하다 부드럽다 가볍다 잔잔하다 아름답다 가깝다 그러하다 직하다 가볍다 단순하다 우울하다 따뜻하다 굉장하다 조화롭다 원하다
2379,The Very Best Of Rachael Yamagata,Rachael Yamagata(레이첼 야마가타),아름답다 담백하다 순수하다 진하다 신비하다 빠르다 아름답다 그러하다 아름답다 아름답다 아프다 어떻다
2380,Platinum Hits,Jason Derulo(제이슨 데룰로),절묘하다 강하다 넘치다 세련되다 익숙하다 경쾌하다 섹시하다 나열하다 힘드다 완벽하다 가능하다 새롭다 휩쓸다 수많다 가득하다 가득하다
2381,In Love,제이(J.ae),빠르다 뚜렷하다 느리다 깊다 굵직하다 얇다 가녀리다 두드러지다 부드럽다 괜찮다 뛰어나다
2382,Parallel Prophecys,타샤니(Tashannie),인하다 작다 적절하다 깊다 자유롭다
2383,Aa,Baauer(바우어),낯설다 어마어마하다 강렬하다 신나다 신나다 신나다 신나다 즐겁다 대단하다 독특하다 밉다
2384,Kind,주윤하,흥미롭다 탁월하다 아쉽다 드물다 높다 화려하다 화려하다 다양하다 좋다 광활하다 세련되다 확고하다 자리다
2385,양파 2nd,양파,똑똑하다 많다 흔하다 부족하다 가깝다 성하다 성숙하다
2386,Enue,이뉴(Enue),그러하다 좋다 어떻다 멋지다 정직하다 단단하다 그러하다 힘드다 많다
2387,Unplugged Vol.I,성민제 & 조윤성,완벽하다 많다 진부하다 묵직하다 충분하다 성장하다 기발하다
2388,Swings #1 Mixtape Vol.II,스윙스(Swings),
2389,The 3rd Season,조규찬,다양하다 이렇다 밉다 가득하다 다양하다 강하다 충실하다 성하다 가득하다 여전하다 밉다
2390,Eco,에코(ECO),충실하다 놀랍다 유명하다 유명하다 강하다 굉장하다 충실하다 편안하다
2391,Magic,Sergio Mendes(세르지오 멘데스),활발하다 놀랍다 많다 아깝다 많다 넓다 좋아하다 달콤하다 편안하다 꾸준하다 멋지다 이렇다
2392,32 Levels (Deluxe),Clams Casino(클램스 카지노),강력하다 넘치다 좋아하다 유명하다 음산하다 아름답다 침울하다 느리다 음울하다 진정하다
2393,Stages,Sam Ock(샘 옥),바쁘다 분주하다 행복하다 멋지다 짧다 바쁘다 아름답다 차갑다 새롭다 흥미롭다 들뜨다 신나다 신나다 멋지다 아쉽다 피곤하다 아깝다 편하다 작다 완벽하다 어떻다 달콤하다 차갑다 시원하다 달콤하다 부드럽다 더하다 성장하다 더하다 행복하다 거창하다 새롭다 새롭다 성장하다 아름답다 멀다 벅차다 행복하다
2394,Battle Studies,John Mayer(존 메이어),아름답다 많다 그러하다 가볍다 어떻다 이렇다 좋다 좋아하다 강하다 난해하다 복잡하다 많다 적절하다 따뜻하다 아름답다 조화롭다 잔잔하다 따뜻하다 아름답다 적당하다 묵직하다 굉장하다 훌륭하다 오묘하다
2395,Euphoria,Collioure(콜리우르),깊다 힘드다 어떻다 캄캄하다 시원하다 어떻다 의하다 자리다 새롭다 많다 시원하다 청량하다 딱이다 상쾌하다 적적하다 호화롭다 밉다 편안하다
2396,베토벤: 후기 피아노 소나타,Maurizio Pollini(마우리치오 폴리니),좋아하다 완전하다 완벽하다 적절하다 조용하다 섬세하다 아름답다 아름답다
2397,One Day Remains,Alter Bridge(얼터 브리지),강렬하다 시원하다 좋아하다 유명하다 상당하다 분명하다 강렬하다 시원시원하다 조화롭다 굉장하다 익숙하다 묵직하다 시원하다 가깝다 거북하다
2398,Spirit [The Deluxe Edition],Leona Lewis(리오나 루이스),짙다 평범하다 인하다 많다 치열하다 인하다 부옇다 특별하다 특별하다 평범하다 다르다 확실하다 촌스럽다 건조하다 많다 정확하다 짙다 어떻다 진하다 상당하다 여전하다 조용하다 좋다
2399,우리의 시간은 여기에 흐른다 [Our Time Lies Within],사비나앤드론즈(Savina & Drones),여전하다 선명하다 길다 반갑다 믿음직하다 좋다 다르다 친절하다 두드러지다 이러하다 차분하다 섬세하다 경건하다 색다르다 얄밉다 그립다 다양하다 성공하다 훌륭하다
2400,Blue Rhythm,유영진,많다 좋다 거대하다 대단하다 많다 좋다
2401,The Magic Of 8 Ball,솔리드(Solid),훌륭하다 쉽다 성공하다 분명하다 힘드다 성공하다 성공하다 재미있다 많다 멋지다 꾸준하다
2402,Sinceramente,Paula Lima,넘치다 강렬하다 하얗다 커다랗다 풍만하다 아름답다 다양하다 특이하다 독특하다 대단하다 꾸준하다 새롭다 많다
2403,"The Wind, The Sea, The Rain",브라운 아이드 소울(Brown Eyed Soul),아름답다 많다 유명하다 확실하다 아름답다 좋다 나쁘다
2404,Pictures At An Exhibition 무소르그스키 전람회의 그림 클래식,Michael Korstick,독특하다 어떻다 독특하다 당당하다 씩씩하다 부드럽다 힘차다 애잔하다 안타깝다 어떻다 어떻다 유익하다 유명하다 많다 둥글다 힘차다 당당하다 아쉽다 많다 유명하다 좋다 즐겁다
2405,나의 호기심을 잡은 그대 뒷모습,양준일,빠르다 세련되다 화려하다 아쉽다 강하다 많다 좋다 많다
2406,Mystery Woman,강지훈,야하다 충분하다 강하다 꾸준하다 강하다 많다
2407,Mind Of Mine [Deluxe Edition],ZAYN(제인),그러하다 진하다 밉다
2408,Just Listen,윤하(Younha/ユンナ),어느새다 좋아하다 가득하다 설레다 좋다 따뜻하다 담담하다 아름답다 순수하다 깨끗하다 깊다 아름답다 아름답다
2409,On Dead Waves,On Dead Waves,생소하다 상당하다 우울하다 당연하다 어떻다 여전하다 이러하다 좋다 무섭다 서늘하다 적절하다 불길하다
2410,Views,Drake(드레이크),훌륭하다 대단하다 천하다 경쾌하다 강하다 독특하다 실패하다 착실하다 배부르다 이렇다 성실하다 멀다 더하다 많다 화려하다 가뿐하다 어마어마하다 다양하다 흥미롭다 만무하다 탄탄하다 젊다 성하다 익숙하다 멀다 엷다 은은하다 기이하다 힘없다 을씨년스럽다 날카롭다
2411,Lagrimas Negras (With Diego El Cigala),Bebo Valdés(베보 발데스),검다 진하다 독하다 짙다 슬프다 무겁다 경쾌하다 친숙하다 독하다 진하다 진하다
2412,This Is My EP,Ady Suleiman(에디 슐레이먼),완벽하다 분주하다 흔하다 생소하다 강렬하다 넘치다 어렵다 남다르다 완벽하다 어떻다
2413,The Glowing Man,Swans(스완스),이렇다 착하다 낮다 좋다 이렇다 어렵다 힘드다
2414,Primary Colours,MAGIC!(매직!),유쾌하다 익숙하다 몰두하다 단순하다 부드럽다 덥다 유쾌하다 여전하다 통쾌하다 다양하다 행복하다 들뜨다 좋다 따뜻하다
2415,Romantico,테테(TETE),담담하다 시들하다 많다 많다 좋아하다 소심하다 거만하다 당하다 요란하다 발랄하다 잔잔하다 애절하다 슬프다 잔잔하다 담담하다 부드럽다 수줍다 좋아하다 애절하다 새롭다 좋아하다 잔잔하다 우울하다 담담하다 부드럽다 원하다
2416,Swaay,DNCE,시원하다 시원하다 시원하다 좋다 아쉽다 유명하다 계시다 많다 많다 시원하다 담백하다 시원하다 신나다 신나다 시원하다 솔직하다 애절하다 시원하다 깨끗하다 담백하다 시원시원하다 솔직하다 느리다 적당하다 뛰어나다 새롭다 충분하다 세련되다 시원하다
2417,Gran Paradiso,Waldeck(발덱),평정하다 어떻다 강하다 특별하다 생소하다 다양하다 특이하다 좋다 많다 여리다 짧다 다름없다 놀랍다 자연스럽다 편안하다 익살스럽다 완전하다 따뜻하다 다양하다 부담스럽다
2418,Higher Time,Electric Citizen(일렉트릭 시티즌),덥다 시원하다 다르다 어떻다 편하다 곤란하다 구수하다 명확하다 영리하다 적절하다
2419,Road,노리플라이(no reply),높다 잔잔하다 부드럽다 아름답다 유명하다 많다 수많다 높다 부드럽다 훌륭하다 오묘하다 뻔하다 잔잔하다 새롭다 여전하다 부드럽다 노랗다 가깝다 부드럽다 시원하다
2420,휘청,타니모션(Tanemotion),오묘하다 경쾌하다 상관없다 오묘하다 경쾌하다 생소하다 새롭다 다양하다 신나다 즐겁다 새롭다 곧다 얇다 곧다 얇다
2421,A Moon Shaped Pool,Radiohead(라디오헤드),충분하다 영원하다 좋다 슬프다 나란하다 아무렇다 마르다 반갑다 어렵다
2422,Night Thoughts,Suede(스웨이드),새롭다 아름답다 다양하다 완전하다 독특하다 아름답다 새롭다 가득하다 깊다 강하다 아름답다 설레다 완벽하다 궁금하다 새롭다 어둡다 음울하다 대단하다 쉽다 짙다 친숙하다 가득하다 아름답다 변하다
2423,AsuRa BalBalTa,리쌍(Leessang),훌륭하다 훌륭하다 진솔하다 진솔하다
2424,÷ (나누기),수경,뜨겁다 느리다 슬프다 좋아하다 애틋하다 생소하다 많다 많다 애달프다 담백하다 초라하다
2425,Beneath The Spinning Lights,Witterquick(위터퀵),시원하다 뜨겁다 무덥다 무덥다 시원하다 답답하다 뜨겁다 새롭다 강렬하다 특별하다 세련되다 선명하다 강렬하다 더하다 강렬하다 활발하다 밉다 이러하다 깊다 기대하다 경쾌하다 익숙하다 신선하다 어둡다 외롭다
2426,Skin,Flume,곱다 파랗다 차갑다 오묘하다 힘들다 진정하다 휩쓸다 청량하다 성하다 차갑다 날카롭다 단단하다 확고하다 어떻다 궁금하다
2427,A Sailor's Guide To Earth,Sturgill Simpson,생소하다 다양하다 탁월하다 비범하다 주도하다 더하다 절묘하다 훌륭하다 흠잡다 드라마틱하다
2428,The Heart Speaks In Whispers (Deluxe),Corinne Bailey Rae(코린 베일리 래),코리다 코리다 당연하다 코리다 좋다 당연하다 깊다 넉넉하다 어떻다 진지하다 많다 얌전하다 코리다 상당하다 확실하다 행복하다 엄청나다 코리다 경쾌하다 코리다 반갑다 따뜻하다 코리다 어떻다 즐겁다 가득하다 섹시하다 코리다 확실하다 성하다
2429,Closing Time,Tom Waits(톰 웨이츠),분명하다 가깝다 유명하다 서늘하다 서늘하다
2430,4th Album 'Sweet chemistry',바닐라 어쿠스틱(Vanilla Acoustic),유명하다 많다 익숙하다 많다 기대하다 궁금하다 좋다 아깝다 많다 좋아하다 잔잔하다 부드럽다 좋아하다 당하다 좋다 좋아하다 그립다
2431,"We Love We Leave, Part 2",러브엑스테레오(Love X Stereo),우울하다 높다 다르다 완전하다 여전하다 우울하다 신비롭다 선명하다
2432,(고음질) Nyman: Complete Piano Music 영화음악의 시인 마이클 니만의 피아노 음악,Jeroen Van Veen,척박하다 어둡다 아름답다 처절하다 아름답다 멀다
2433,A Little More - EP,Isac Elliot(이삭 엘리엇),발랄하다 새롭다 맑다 감미롭다 세련되다 성숙하다 다양하다 충분하다 성장하다
2434,Simple Steps,Sam Ock(샘 옥),어떻다 좋다 많다 자랑스럽다 설레다 좋다
2435,9,조규찬,세련되다 어떻다 다르다 어렵다 많다 그러하다 많다 그러하다 정확하다 세련되다 세련되다 조화롭다
2436,Ology,Gallant(갈란트),눈부시다 뛰어나다 짜릿하다 벅차다 음울하다 차갑다 탁월하다 자유롭다 주도하다 필요하다 뚜렷하다 상당하다 작다 높다 필요하다 중요하다
2437,어드벤처,우효(Oohyo),깊다 특별하다 포근하다 독특하다 귀엽다 힘들다
2438,Fly High,인피니트 H,완전하다 괜찮다 편안하다 다양하다 알차다 설레다 담담하다 독특하다 심쿵하다 새롭다
2439,Psiconautica,Linda Guilala(린다 길라라),강하다 훌륭하다 좋아하다 좋아하다 생소하다 귀엽다 발랄하다 좋다 가득하다 강하다 가득하다 이렇다 좋다
2440,Penguins of Madagascar (Music from the Motion Picture),Lorne Balfe(론 밸프),새롭다 반갑다 고맙다 단순하다 새롭다 영리하다 적절하다 충분하다 넘치다 흥미롭다 유쾌하다 짠하다 어느새다
2441,How To Train Your Dragon (Music From The Motion Picture),John Powell(존 파웰),다양하다 수많다 많다 아쉽다 벅차다
2442,Downright Upright (다운라이트 업라이트),Brian Bromberg(브라이언 브롬버그),쏠쏠하다 다양하다 뛰어나다 미세하다 화려하다 화려하다 멋지다
2443,Highlight,비스트(Beast),차갑다 신나다 다르다 독특하다 부족하다 촌스럽다 이렇다
2444,MY NEW INSTAGRAM : MESURECHIFFON,그냥노창,독특하다 난해하다 특이하다 깊다 많다 엄청나다 난해하다
2445,스피힛 (Spirit: Stallion Of The Cimarron) OST,Various Artists,이렇다 궁금하다 유명하다 중요하다 필요하다 이상하다 멋지다 아름답다 멋지다 튼튼하다 멋지다 충분하다
2446,True Indeed (With Surreal),Sound Providers(사운드 프로바이더스),은은하다 신선하다 작다 무심하다 세련되다 상쾌하다 좋다 막연하다 편하다
2447,XX,The XX(디 엑스엑스),그러하다 좋다
2448,불안의 세계,줄리아드림(JuliaDream),거대하다 묵직하다 치밀하다 예리하다 확실하다 선명하다 명확하다 무겁다 섬뜩하다 강화하다 음울하다 힘들다 구리다 중요하다 강력하다
2449,Chapters (Deluxe),Yuna(유나),세련되다 독특하다 어느덧다 담담하다 새롭다 담담하다 순수하다 중요하다 풍부하다 진실하다 가깝다 명확하다 밉다 특별하다 든든하다 섹시하다 더하다 근사하다 드물다 부드럽다 새롭다 충분하다 분명하다 새롭다 놀랍다 익숙하다 단순하다 평범하다
2450,Light Up The Dark [Deluxe Edition],Gabrielle Aplin(가브리엘 앱린),성숙하다 상당하다 강렬하다 날카롭다 따뜻하다 순수하다 강렬하다 대담하다 성숙하다 새롭다 어색하다 강렬하다 성숙하다 여전하다 맑다 산뜻하다 강렬하다 잔잔하다 담담하다 따뜻하다 성숙하다 깊다 성숙하다 많다 다양하다 기대하다
2451,Half Album RED ICKLE,볼빨간사춘기,빨갛다 빨갛다 빨갛다 강렬하다 밉다 그러하다 당당하다 솔직하다 발랄하다 빨갛다 발랄하다 참신하다 당돌하다 확실하다 다양하다 진지하다 기대하다 탁월하다 기대하다
2452,Wrong Crowd (Deluxe),Tom Odell(톰 오델),잘생기다 젊다 화려하다 알뜰하다 수상하다 좋다 수줍다 확실하다 담대하다 담대하다 다르다 인하다 많다 이렇다 어떻다 나쁘다 이렇다 더하다 정확하다 강력하다 스럽다 복잡하다 상당하다 능숙하다
2453,1st Mini Album,투하트(우현 & 키),신나다 빠르다 많다 굉장하다 신나다 적절하다 좋다 좋다 이렇다 만족스럽다
2454,2012,무키무키만만수,이렇다 익숙하다 어떻다 시끄럽다 비범하다 신기하다 새롭다 반하다 신기하다 어떻다 인하다 필요하다 색다르다 짧다 행복하다 기대하다 어렵다 충분하다 끊임없다 이렇다 낯설다 충분하다 어색하다
2455,Riot On An Empty Street,Kings Of Convenience(킹스 오브 컨비니언스),간단하다 굳다 따스하다 깊다 다르다 다르다 한적하다
2456,Tribeast,던말릭 X 키마,탄탄하다 구리다 확실하다 휩쓸다 깊다 마르다 명확하다 저급하다 착하다 높다 덥다 좋다 적나라하다 탁월하다 날렵하다 드물다 묵직하다 착하다
2457,Keep The Village Alive [Deluxe],Stereophonics(스테레오포닉스),진하다 수많다 많다 드물다 진하다 꾸준하다 수상하다 화려하다 새롭다 여전하다 변하다 경쾌하다 우울하다 경쾌하다 부드럽다 진하다 많다
2458,Eliane Elias Sings Jobim,Eliane Elias(엘리아니 엘리어스),간략하다 좋다 좋다 편안하다 아름답다 오만하다 똑같다
2459,Madagascar: Escape 2 Africa (Music From The Motion Picture),Various Artists,필요하다 재밌다 부족하다 이상하다 당연하다 착하다 계시다 똑같다 많다 멀다 진정하다 무섭다 엄청나다 많다 유쾌하다 신나다
2460,Gore,Deftones(데프톤즈),거북하다 불편하다 충분하다 확실하다 이렇다 길다 좋다 묵직하다 어떻다 섬뜩하다 암울하다
2461,Shrek,Various Artists,실패하다 부진하다 나란하다 많다 커다랗다 지저분하다 순박하다 솔직하다 용감하다 이러하다 많다 좋다 익숙하다 유명하다 부드럽다 굉장하다 유명하다 부드럽다 좋다 굉장하다 상관없다
2462,The Croods,Alan Silvestri(앨런 실베스트리),독특하다 낯설다 스럽다 예쁘다 귀엽다 재밌다 특이하다 평범하다 편하다 무섭다 독특하다 독특하다 위험하다 귀하다 억지스럽다 신비하다 아름답다 인하다 영원하다 안전하다 새롭다 대단하다 엄청나다 좋다
2463,10 Futures,Aqualung(아쿠아룽),치열하다 생소하다 드라마틱하다 확실하다 정확하다 익숙하다 음울하다 어느새다 고상하다 아쉽다 치열하다 이렇다 필요하다
2464,Chicken Run,John Powell(존 파웰),특이하다 맛깔나다 좋아하다 미안하다 좋다 험난하다 성공하다 유쾌하다 신나다 멋지다
2465,Rise Of The Guardians (Music From The Motion Picture),Alexandre Desplat(알렉산드로 데스플레),영원하다 예쁘다 다르다 행복하다 즐겁다 독특하다 가득하다 참신하다 좋다 많다
2466,High Noon,Kalle Kalima,충분하다 작다 더하다 만족스럽다
2467,On My One,Jake Bugg(제이크 버그),굉장하다 좋다 성공하다 흥미롭다 바쁘다 굉장하다 다르다 강하다 강렬하다 정확하다 많다 특별하다 기이하다 분명하다 넓다 충분하다 강렬하다 새롭다 안타깝다 느슨하다 적응하다 뻔하다 완전하다 뚜렷하다 가능하다
2468,Cosmic Explorer,Perfume(퍼퓸/パフュ_ム),아쉽다 여전하다 충분하다 광활하다 총명하다 색다르다 밉다 더하다 흥미롭다 기대하다 변하다 당당하다 마땅하다
2469,뿔,단편선과 선원들(Danpyunsun And The Sailors),그러하다 넓다 넘치다 매끈하다 많다 적절하다 어중간하다 뻔하다 지독하다 멋지다 다양하다 노련하다 밉다 많다 당연하다
2470,Ady Suleiman,Ady Suleiman(에디 슐레이먼),좋다 노랗다 힘들다 창창하다 많다 확실하다 넘치다 편하다 뻔하다 순수하다 순수하다 많다 오묘하다
2471,히트 (MBC 월화 미니시리즈) OST,Various Artists,유능하다 유명하다 좋다 벅차다
2472,Free Somebody - The 1st Mini Album,루나 (LUNA),이렇다 좋다 훌륭하다 간결하다 단정하다 확실하다 짙다 친근하다 적절하다 시원하다 깔끔하다 시원하다 부끄럽다 멋있다 이렇다 유일하다 다름없다
2473,How to Train Your Dragon 2 (Music from the Motion Picture),John Powell(존 파웰),굉장하다 낯설다 솔직하다 부족하다 어렵다 성장하다 많다 유명하다 자세하다 좋다 굉장하다 다르다 좋다
2474,THE FAKE PLACE,더 페이크 플레이스(The Fake Place),완벽하다 이러하다 다양하다 가능하다 차분하다 지루하다 다양하다 다양하다 낮다 어색하다 짙다 가능하다
2475,"Blood, Sweat & 3 Years",Cash Cash(캐쉬 캐쉬),참신하다 다양하다 강하다 어떻다 특정하다 이렇다 특별하다 많다 나약하다 어떻다 자랑스럽다 다양하다 시원하다 절묘하다 아름답다
2476,The Prince of Egypt,Various Artists,깊다 또렷하다 무섭다 화려하다 즐겁다 섬세하다 가득하다
2477,The Complete Studio Albums Collection,Leonard Cohen(레너드 코헨),의하다 많다 찡하다 많다 여전하다 조심스럽다 묵직하다 여전하다 끊임없다 의하다 날카롭다 특별하다 똑같다 특별하다 폭넓다 새롭다 특별하다 새롭다 많다 이렇다 완벽하다 묵직하다 많다 좋다
2478,기계적인 앨범,기리보이,다양하다 예쁘다 특별하다 단순하다 빠르다 강렬하다 어렵다 다양하다 예쁘다 쉽다 부족하다 어렵다
2479,Dive,프리밋(PRIMIT),좋다 꾸준하다 많다 반하다 이렇다 느리다 충분하다 더하다 어렵다 신선하다
2480,Solatic,쏠라티(Solati),친숙하다 하얗다 씁쓸하다 흔하다 특별하다 흔하다 특별하다 편하다 탄탄하다 섬세하다 좋다
2481,Romance,피아노의 숲,다양하다 아련하다
2482,RE,IDIOTAPE (이디오테잎),원하다 활발하다 어색하다 진하다 시원하다 비상하다 어떻다 어떻다 명쾌하다
2483,Geniuses & Thieves,Gentle Bones(젠틀 본스),좋아하다 엄청나다 좋아하다 유일하다 새롭다 여전하다 느리다 나른하다 활발하다 높다 이렇다 성장하다 좋아하다 새롭다 좋아하다 실망하다 성장하다 성장하다 좋아하다 편안하다 부드럽다 가깝다 멀다 편안하다 나른하다 넓다 많다 가능하다 많다 높다 폭넓다 기대하다
2484,원모어찬스,원 모어 찬스(one more chance),유쾌하다 편하다 좋다 넘치다 부드럽다 다양하다 좋다 많다 다양하다 알차다 뚜렷하다 어떻다 명확하다 짙다 더하다 단순하다 쉽다 적절하다 가볍다 편하다 편하다 편안하다 단조롭다 감미롭다 뻔하다 신나다 진지하다 강하다 즐겁다 재미있다 가볍다 독특하다 재미있다 깊다 흔하다 부드럽다 가볍다 독특하다 쓸쓸하다 담백하다 솔직하다 생생하다 더하다 편하다
2485,Madeline,이채언루트(Echae En Route),힘드다 힘드다 유명하다 아름답다
2486,Då Som Nu För Alltid,Kent(켄트),뻐근하다 붉다 칼칼하다 유명하다 기쁘다 이렇다 마르다 슬프다 경쾌하다 어떻다 궁금하다 새롭다 당연하다 아리다 철저하다 정갈하다 가깝다 다르다 강렬하다 영원하다 고프다 바쁘다
2487,Scriabin: Piano Music (스크리아빈: 피아노 음악),Xiayin Wang(샤인 왕),뛰어나다 독특하다 생소하다 유명하다 젊다 흡사하다 새롭다
2488,Star Garden,꽃별(Ccotbyel),안녕하다 좋다 아름답다 많다 지루하다 따분하다 지루하다 좋다 즐겁다 좋다
2489,"Smile, Bump",꽃잠 프로젝트(GGot Jam Project),청량하다 깔끔하다 뚜렷하다 뜨겁다 순수하다 뜨겁다 부끄럽다 수줍다 빨갛다 순수하다 수줍다 간드러지다 높다 짧다 좋아하다 설레다 많다 예쁘다 좋아하다 인하다 멋지다 삐지다 밉다 덤덤하다 차분하다 붉다 가지런하다 수줍다 순수하다 순수하다 깔끔하다 청량하다 시원하다 부드럽다 담백하다 적절하다 좋다 풋풋하다 그립다 풋풋하다 풋풋하다 어떻다
2490,Por Favor,Brett Dennen(브렛 데넨),붉다 가득하다 새롭다 거창하다 소소하다 한적하다 여전하다 동떨어지다 간절하다 불안하다 연약하다 강하다 필요하다 충실하다 부드럽다 편안하다 아깝다 불안정하다 우중충하다 슬프다 치열하다 작다
2491,신루트의 이상한 나라,신현희와김루트,이상하다 밉다 충실하다 단단하다 이러하다 두드러지다 귀엽다 예쁘다 설레다 깊다 다양하다 적절하다 다양하다 이상하다 다양하다 어렵다 필요없다 궁금하다
2492,The Studio Album Collection Vol.1,Jason Mraz(제이슨 므라즈),감미롭다 감미롭다 소소하다 단순하다 동일하다 인하다 평범하다 지루하다 감미롭다 감미롭다 지루하다 평범하다 폭넓다 성장하다 뒤늦다 다양하다 아름답다 필요하다 차갑다 어떠하다 많다 좋다
2493,Blonde On Blonde,Bob Dylan(밥 딜런),익숙하다 그만하다 새롭다 옳다 높다 여전하다 중요하다 찬란하다 새롭다 유머러스하다 흥겹다 넘치다 행복하다 그러하다 여전하다 심오하다 드라마틱하다 치열하다 완벽하다
2494,Last Year Was Complicated,Nick Jonas(닉 조나스),귀엽다 가깝다 섹시하다 대단하다 어느새다 성장하다 이러하다 어느새다 어색하다 부족하다 많다 흥미롭다 성장하다 새롭다 근사하다 부끄럽다 조용하다 새롭다 잠잠하다 의하다 놀랍다 뜨겁다 잘생기다 탄탄하다 마땅하다 저명하다 당당하다
2495,The Wicker Man (컬트영화의 고전 - 위커 맨) OST,Paul Giovanni,좋다 짙다 좋다
2496,The Dream Concert: Live from the Great Pyramids of Egypt,Yanni(야니),여전하다 쉽다 낯설다 수많다 유명하다 친숙해지다 꾸준하다 어떻다 확실하다 위대하다 놀랍다 은은하다 정갈하다 넘치다 두드러지다 명료하다 생생하다 가득하다 엄숙하다 신비하다 넘치다 명료하다 여전하다 용맹하다 젊다 넘치다 좋다
2497,2집 이인자의 철학,이호석,성숙하다 차분하다 깊다 부족하다 신나다 음흉하다 아슬아슬하다 귀엽다 어둡다 무겁다 음산하다 나열하다 필요하다 스럽다 조심스럽다 담담하다 완전하다 단순하다 끊임없다 많다 나열하다 이상하다 다르다 정교하다 충분하다 이렇다 가능하다 따뜻하다
2498,Outlast,애즈원,시원하다 깨끗하다 시원하다 깨끗하다 새롭다 아프다 어떻다 아프다 어떻다 힘드다 아프다 어떻다 깊다 싫다 싫다 수많다 작다 어떠하다 인하다 미안하다 가득하다 강하다 안타깝다 안타깝다 아프다 힘들다 슬프다 안타깝다 맑다 부드럽다 안타깝다 변하다 좋다 부드럽다 좋다
2499,American Idiot,Green Day(그린 데이),좋아하다 의하다 깊다 슬프다
2500,The Wild Swan,Foy Vance(포이 반스),많다 굵다 특별하다 성공하다 많다 노랗다 절묘하다 남다르다 깊다 풍부하다 부드럽다 묵직하다 광활하다 많다 중요하다
2501,MKTO,MKTO(엠케이티오),신선하다 많다 신나다 슬프다 이렇다 많다 좋다 유명하다 딱하다 신나다 좋다 특이하다 신선하다 특이하다 노랗다 좋다
2502,Yellow,Scandal(스캔들),높다 이러하다 단순하다 꾸준하다 더하다 그러하다 가볍다 흥겹다 작다 색다르다 기대하다 심하다 훌륭하다 망하다 즐비하다 풍족하다 부럽다
