,album titles,artists,cleaned_sentences
2503,Mmmmm,Roos Jonker(루스 존커),싱그럽다 시원하다 좋아하다 두껍다 시원하다 시원하다 싱그럽다 조용하다 설레다 좋아하다 유명하다 독특하다 다양하다 다양하다 조화롭다 좋다
2504,1974-1979,Bee Gees(비지스),행복하다 아름답다 수많다 인하다 많다 이렇다 인하다 여전하다 다르다 부드럽다 완전하다 인하다 거창하다 기쁘다 슬프다 자세하다 희다 많다 좋다
2505,싱 스트리트 (Sing Street) OST,Various Artists,새롭다 아름답다 중요하다 빼어나다 어마어마하다 절묘하다 멀다 어떻다 높다 독특하다 넘치다 필요하다 짧다 살벌하다 중요하다 멀다 특별하다 선명하다 세련되다
2506,X [Wembley Edition],Ed Sheeran(에드 시런),젊다 휩쓸다 뛰어나다 담백하다 짙다 이렇다 다양하다 남다르다 소박하다 새롭다 뜨겁다 이렇다 엄청나다 넓다 깊다 충분하다 많다 분명하다 다르다 담백하다 높다 가깝다 낮다
2507,인사,피그말리온(Pygmalion),젊다 새롭다 새롭다 즐겁다 많다 이렇다 다양하다 잔잔하다 필요하다 좋다 좋다 특별하다 상관없다
2508,That Thing Reality,Beau(뷰),젊다 좋다 흥겹다 강렬하다 밀접하다 절묘하다 대담하다
2509,Symphony Soldier,The Cab(더 캡),영원하다 많다 생소하다 상당하다 섬세하다 흔하다 상당하다 세련되다 이렇다 좋다 많다 아쉽다 특별하다
2510,Thinkin' Back On Me,정엽,낮다 좋다 계시다 굉장하다 두텁다 계시다 깔끔하다 많다 좋아하다 높다 좋다 높다 좋다 낮다 좋다 어떻다 좋다 좋다
2511,우리의 지금은,페일그레이(Pale Grey),많다 좋다 좋다 여전하다 잔잔하다 든든하다
2512,Healing Process,넬(NELL),안되다 성공하다 행복하다 멀다 가능하다 어떻다 상당하다 엄청나다 슬프다 우울하다 어느새다 멋지다 필요하다 당하다 우울하다 멋지다
2513,"Muddy Waters: The Anthology, 1947-1972",Muddy Waters(무디 워터스),다양하다 성장하다 흥미롭다 꾸준하다 날카롭다 분명하다 이러하다 분명하다
2514,The Jewel Collection,Jewel(쥬얼),보석같다 순수하다 강인하다 청아하다 강인하다 광활하다 깊다 차갑다 뒤늦다 많다 좋다
2515,Man Made Object (Deluxe),GoGo Penguin(고고 펭귄),새롭다 새롭다 다양하다 다양하다 성장하다 새롭다 부다 신선하다 많다 더하다 실패하다 높다 많다 정확하다 두텁다 충분하다 유사하다 새롭다 성장하다 인하다 멀다 정확하다 단순하다 급격하다 균등하다 원하다 성장하다 젊다 빠르다 좋다
2516,New Amerykah Part Two: Return Of The Ankh,Erykah Badu(에리카 바두),숨막히다 독특하다 영원하다 절묘하다 무리다 힘드다 근사하다 다양하다
2517,Exile On Main St.,The Rolling Stones(롤링 스톤즈),위대하다 다양하다 커다랗다 새롭다 정확하다 원숙하다 용하다 많다 밉다 다양하다 우수하다 빼어나다 은은하다 위대하다 위대하다 새롭다
2518,Walking In The Dream,환상약국(Fantastic Drugstore),화려하다 새롭다 적절하다 친근하다 익숙하다 신선하다 새롭다 유연하다 세련되다 총명하다 조화롭다 진지하다 절묘하다 까칠하다 넘치다 성숙하다 중요하다
2519,7/27 (Deluxe),Fifth Harmony(피프스 하모니),뜨겁다 많다 인하다 확실하다 수상하다 가득하다 충분하다 아프다 멀다 섬세하다 강하다 느리다 아프다 이렇다 주도하다 부드럽다 흥겹다 강력하다 가득하다 이렇다
2520,Sunrise,Elvis Presley(엘비스 프레슬리),중요하다 수많다 커다랗다 덥다 힘들다
2521,Are You Experienced,Jimi Hendrix Experience(지미 헨드릭스 익스페리언스),짧다 화려하다 젊다 허무하다 단순하다 새롭다 특별하다 분명하다 다양하다 다양하다 엄청나다 여전하다 영원하다 충분하다 다르다 강렬하다 단순하다 강화하다 강하다 묵직하다 화려하다 섹시하다 넘치다 화려하다 충실하다 가득하다 강하다 아름답다 새롭다 넘치다 짧다 화려하다 어렵다 많다
2522,A Long Day,Mitsume(미츠메/ミツメ),멀다 나른하다 강하다 젊다 다르다 유사하다 많다 젊다 젊다
2523,Blood On The Tracks,Bob Dylan(밥 딜런),젊다 작다 젊다 새롭다 위대하다 유명하다 가득하다 부다 중대하다 열렬하다 복잡하다 꾸준하다 유연하다 쓸쓸하다 짙다
2524,untitled unmastered. (Edited),Kendrick Lamar(켄드릭 라마),놀랍다 밉다 유력하다 수상하다 상관없다 많다 흥분하다 많다 원하다 원하다 더하다 밉다 놀랍다 자유분방하다 적절하다 상당하다 훌륭하다 답답하다 침울하다 깊다 여전하다 이렇다 밉다 굉장하다
2525,Adam: Giselle - Highlights From The Ballet (아당: 지젤 - 발레 하이라이트),Andrew Mogrelia,유명하다 드라마틱하다 스럽다 화려하다 섬세하다 섬뜩하다
2526,In Our Bones,Against The Current(어게인스트 더 커런트),젊다 넘치다 커다랗다 성공하다 영리하다 단순하다 원하다 새롭다 시원하다 확고하다 청량하다 부드럽다 긴밀하다 명료하다 젊다 찬란하다 젊다
2527,At Doors,Room306(룸306),특별하다 어느새다 이렇다 남다르다 드물다 어떠하다 특별하다 남다르다 확실하다 불안하다 침착하다 어떻다 심오하다 어중간하다 복잡하다 낯설다
2528,야생의 밤,푸르내,푸르다 푸르다 멋지다 예스럽다 나른하다 잔잔하다 캄캄하다 물큰하다 밉다 적절하다 천진하다 어렵다 우수하다 멀다 지독하다 건조하다 그러하다 예스럽다 멋지다 예스럽다 이렇다 예스럽다
2529,It's Love,The Legends(더 레전즈),두껍다 좋아하다 시원하다 따뜻하다 좋다
2530,Special Edition 5 Plus,한영애,진정하다 고프다 다르다 조용하다 힘들다 어떻다 불편하다 정겹다 짜증스럽다 힘들다 좋다 독특하다 부드럽다 끊임없다 철저하다 빠르다 확고하다 끊임없다 끊임없다 힘드다 충분하다 순수하다 불가능하다 수많다 많다 훌륭하다 힘들다 차분하다 좋다 여전하다 뭉클하다
2531,New Life,Monica(모니카),세련되다 밉다 넘치다 구성지다 좋아하다 굉장하다 크나크다 담담하다 다양하다 변하다 아름답다
2532,Compassion,Lust For Youth,생소하다 마르다 꾸준하다 뿌옇다 칠하다 특이하다 뚜렷하다 빠르다
2533,Pet Sounds (Original Mono & Stereo Mix Versions),The Beach Boys(비치 보이스),복잡하다 섬세하다 엄청나다 복잡하다 저조하다 위대하다
2534,Action Lover,슈퍼키드(SuperKidd),시원하다 재미있다 신나다 재미있다 신나다 싫어하다 알차다 시원하다
2535,Highway 61 Revisited,Bob Dylan(밥 딜런),유명하다 진정하다 위대하다 다양하다 어렵다 난해하다 모호하다 휩쓸다 새롭다
2536,London Calling,Clash(클래쉬),덥다 다양하다 영원하다 완벽하다 당연하다 당연하다 쓰리다 안전하다 유명하다 유명하다 넓다
2537,Life Is A Journey To Be Myself,이주미,이렇다 당연하다 대단하다 높다 수상하다 화려하다 많다 익숙하다
2538,Born To Run,Bruce Springsteen(브루스 스프링스틴),순수하다 옳다 평범하다 탁월하다 힘겹다 순수하다 진실하다 상관없다 성장하다 어색하다 드라마틱하다 거대하다 든든하다 더하다 드라마틱하다 경쾌하다 가볍다 충실하다 화려하다 화려하다 자리다 강렬하다 드라마틱하다 잔잔하다 느슨하다 탁월하다 우수하다 화려하다 단순하다 화려하다 곧다 확고하다 꾸준하다 확고하다
2539,us,gnash(내쉬),짙다 수많다 다양하다 쓸쓸하다 두렵다 유일하다 쉽다 두렵다 직하다 멀다 고요하다 쓸쓸하다 짙다 적절하다 독특하다 특별하다 독특하다 여전하다 그립다 복잡하다 새롭다 많다 잔잔하다 섬세하다 독특하다 두렵다 멋지다 사소하다 괜찮다
2540,"새봄, 01 소품집 '어느새 봄'",새봄(Saevom),애잔하다 새롭다 애잔하다 서늘하다 따스하다 괜찮다 이렇다 좋다 일정하다 더하다 좋다
2541,collective1,VAM(뱀),더하다 다양하다 애매모호하다 현란하다 가깝다 중요하다 강렬하다
2542,The Velvet Underground & Nico,The Velvet Underground(벨벳 언더그라운드),유명하다 아름답다 어둡다 음산하다 위대하다 작다 불편하다 대단하다 어둡다 음울하다 새롭다 위대하다 정확하다
2543,Stadium Arcadium,Red Hot Chili Peppers(레드 핫 칠리 페퍼스),연하다 엄청나다 여전하다 성장하다 다르다 단순하다 자세하다 인하다 깊다 흔하다 처절하다 현란하다 경쾌하다 신나다 심오하다 어색하다 깊다 당당하다 깊다 알차다 영원하다
2544,Nevermind,Nirvana(너바나),진정하다 흔하다 화려하다 우울하다 지저분하다 지저분하다 생생하다 조용하다 수많다
2545,"Interpretations: Celebrating The Music Of Earth, Wind & Fire",Various Artists,좋다 이렇다 좋다 좋다 간단하다 수많다 훌륭하다 이렇다 멋지다 다르다 가깝다 완벽하다 편안하다 생소하다 완전하다 이렇다 세련되다 훌륭하다 좋다
2546,The Complete Recordings,Robert Johnson(로버트 존슨),짧다 불과하다 깊다 어떻다 모호하다 드물다 정확하다 복잡하다 복잡하다 시원하다 정확하다 야하다 우스꽝스럽다 많다 황당하다 신비하다 충실하다 젊다 많다 중요하다
2547,#1,신드럼과 김기타,멋지다 독특하다 멋지다 활발하다 세련되다 강렬하다 다양하다 현란하다 더하다 멋지다 유일하다
2548,Who's Next,The Who(더 후),말쑥하다 허무하다 느슨하다 변하다 부진하다 좋다 성숙하다 두드러지다 새롭다 좋다 상실하다 성숙하다 상실하다 성하다
2549,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),David Bowie(데이빗 보위),신비하다 신비하다 신비하다 문란하다 의하다 이렇다 드라마틱하다 극명하다 아름답다 뚜렷하다 깔끔하다 거창하다
2550,Astral Weeks,Van Morrison(밴 모리슨),위대하다 다양하다 위대하다 묵직하다 부드럽다 진하다 친숙하다 깊다 빠르다 다양하다 몰두하다 진하다 새롭다 원하다 진하다 가득하다 화려하다 빠르다 주도하다 경쾌하다 부드럽다 복잡하다 가득하다 차분하다 날카롭다 침착하다 은은하다 많다 다양하다 진정하다
2551,Ramones [Remastered],Ramones(레이몬즈),새롭다 짧다 엄청나다 빠르다 거창하다 단순하다 간결하다 원하다 짙다 당연하다 간결하다 새롭다 격렬하다
2552,Music From Big Pink,The Band(더 밴드),가득하다 유명하다 필요하다 간단하다 겸손하다 건방지다 가깝다 칠하다 대단하다 정중하다 뛰어나다 아름답다 세련되다 화려하다 강렬하다 구수하다 더하다 화려하다 느긋하다
2553,Emily’s D+Evolution (Deluxe Edition),Esperanza Spalding(에스페란자 스팔딩),좋아하다 다양하다 다양하다 성장하다 불가능하다 가깝다 성장하다 민감하다 이러하다 강하다 다양하다 다양하다 다양하다 신선하다 낯설다 완전하다 다르다 정확하다 강하다 확실하다 유효하다 이렇다 많다 의하다 새롭다 갑작스럽다 새롭다 이러하다 이러하다 많다 다양하다 많다 흔하다 화사하다
2554,When I Begin,오왠(O.WHEN),힘드다 노랗다 특별하다 흔하다 솔직하다 쓸쓸하다 독특하다 부드럽다 쓸쓸하다 서툴다 불안하다 가볍다 좋아하다 수줍다 풋풋하다 아쉽다 어떻다 좋다 많다
2555,2적,이적,신비하다 오묘하다 강렬하다 뜨겁다 끔찍하다 강렬하다 섬뜩하다 나른하다 기괴하다 잔잔하다 흔하다 과격하다 이렇다
2556,Thank You (Deluxe Version),Meghan Trainor(메간 트레이너),멋지다 당당하다 화려하다 화려하다 이러하다 확고하다 수상하다 인하다 다양하다 새롭다 유명하다 신나다 흥겹다 흥겹다 경쾌하다 경쾌하다 흥겹다 완벽하다 충분하다
2557,Old And New - 1985-2002,이문세,반갑다 어떻다 아름답다 아름답다 짧다 아름답다 성장하다 수많다 많다 익숙하다 좋아하다 과장하다 담담하다 진정하다 좋아하다 아름답다 아름답다 즐겁다 아프다 짧다 아름답다 뭉클하다 강하다 주도하다 아름답다 좋다 좋다 차분하다 아름답다 어떻다
2558,MUSIQINTHEMAGIQ,Musiq Soulchild(뮤지크 소울차일드),높다 특별하다 담백하다 높다 보석같다 좋다 애절하다 편안하다 까다롭다
2559,Spectrum,이지형,다양하다 다양하다 다양하다 변화무쌍하다 아프다 보드랍다 단순하다 산뜻하다 차갑다 다양하다 다양하다 멋지다 어떻다 어떻다 새롭다
2560,The Great Twenty-Eight,Chuck Berry(척 베리),흥겹다 젊다 새롭다 수많다 유일하다 유명하다 수많다 수많다 많다 위대하다 원대하다
2561,Blue,Joni Mitchell(조니 미첼),화려하다 화사하다 우울하다 아름답다 훌륭하다 허무하다 진지하다 쾌활하다 담담하다 성숙하다 탁월하다 맑다 청아하다 완벽하다 놀랍다 촌스럽다 세련되다 밉다 화려하다
2562,날개 잃은 천사,룰라(Roo'Ra),밉다 좋다 특별하다 좋다 많다 재미있다 좋다 좋다 좋다
2563,Blues Of Desperation,Joe Bonamassa(조 보나마사),꾸준하다 어느덧다 찐득하다 예리하다 그러하다 여전하다 유효하다 강렬하다 얄밉다 어렵다 두렵다 단단하다 두껍다
2564,Plastic Ono Band,John Lennon(존 레논),새롭다 분명하다 유명하다 많다 새롭다 노랗다 우울하다 짧다 담담하다 일정하다 유일하다 이렇다 여전하다 진정하다 당하다 확고하다 높다 새롭다
2565,Led Zeppelin,Led Zeppelin(레드 제플린),완벽하다 다양하다 다양하다 특별하다 흥미롭다 이러하다 새롭다 자비롭다 드라마틱하다 다양하다 어떻다 세련되다 빠르다 새롭다
2566,In Rainbows,Radiohead(라디오헤드),아쉽다 많다 거대하다 멀다 필요하다 이렇다 많다 충분하다 나쁘다
2567,Bringing It All Back Home (2010 Mono Version),Bob Dylan(밥 딜런),두렵다 멀다 위대하다 원하다 깊다 무겁다 특별하다 유명하다 많다 분노하다 어렵다 위험하다 여전하다
